PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
221;2021;5;0;3;0;0;0;-1;0;0;0;0;51;0;2;6;5;1;1;0;0;1452;0;106;0;0
221;2020;53;1;7;3;0;2;2;0;0;0;0;61;0;17;11;4;4;4;8;5;4691;31;992;0;0
221;2020;10;0;1;2;0;0;0;0;0;0;0;56;0;2;0;0;0;1;1;0;634;0;39;0;0
240;2022;24;0;4;0;0;14;-1;0;0;0;0;52;0;3;3;2;7;0;0;1;1545;0;27;0;0
240;2021;24;0;4;2;0;16;-1;0;0;0;0;53;0;2;36;14;11;1;3;2;2429;0;160;0;0
240;2020;24;0;7;1;2;2;1;0;0;0;0;59;0;8;78;43;17;2;1;5;5488;45;751;0;0
253;2022;23;0;2;0;0;0;-1;0;0;0;0;59;0;4;0;0;3;2;0;9;2011;0;212;0;0
253;2021;11;0;2;0;0;0;0;0;0;0;0;57;0;2;0;0;6;2;0;7;1978;0;90;0;0
253;2020;2;0;4;0;1;7;-4;0;0;0;0;54;0;2;0;0;3;0;1;11;3775;0;502;1;0
1425;2022;23;0;3;0;1;0;-1;0;0;0;0;52;0;0;4;3;2;3;0;2;1448;0;100;0;0
1425;2021;23;0;6;1;0;0;1;0;0;0;0;57;0;12;13;7;6;1;0;3;3215;0;399;0;0
1425;2020;29;0;6;0;2;2;-3;0;1;0;0;55;0;8;3;0;9;2;1;1;4191;272;73;0;0
1468;2023;49;1;4;1;1;4;-1;0;0;0;0;56;0;7;0;0;9;1;0;3;3880;81;793;0;0
1468;2021;47;1;4;0;3;0;0;0;0;0;0;53;0;2;0;0;5;1;1;6;3870;192;443;0;0
23;2022;46;1;5;1;5;14;-1;0;2;0;0;66;0;11;10;5;7;2;4;3;3602;1036;142;0;0
23;2021;0;0;7;0;1;2;1;0;0;0;0;59;0;5;0;0;6;0;2;0;3773;445;3;0;0
23;2020;0;0;7;0;1;0;-1;0;0;0;0;57;0;7;29;6;5;3;1;3;5569;468;0;0;0
34;2022;44;1;7;1;1;2;0;0;0;0;0;54;0;12;18;9;9;1;2;0;5358;0;544;0;0
34;2021;6;0;5;1;1;2;1;0;0;0;0;59;1;4;4;2;11;1;3;1;3681;0;380;0;0
34;2020;7;0;6;1;2;2;-7;0;0;0;0;46;0;1;26;9;10;3;2;1;5841;109;655;0;0
54;2022;2;0;3;0;0;0;-1;0;0;0;0;49;0;0;7;2;3;1;0;4;1413;72;4;0;0
54;2021;2;0;4;0;1;2;-1;0;0;0;0;50;0;1;6;3;4;3;0;3;1850;207;149;0;0
54;2020;17;0;6;1;2;0;-1;0;0;0;0;55;0;11;9;4;5;1;0;1;3402;444;94;0;0
136;2022;49;1;7;1;2;14;-2;0;0;0;0;57;0;8;4;4;10;3;3;2;4964;1332;90;0;0
136;2021;49;1;7;4;1;6;-2;1;1;0;0;62;1;17;14;5;11;2;1;3;4403;1477;579;0;0
136;2020;0;0;7;3;0;4;1;0;0;0;0;56;0;10;17;10;8;1;1;2;4355;320;462;0;0
143;2022;33;1;7;1;4;2;5;0;0;0;0;54;0;5;9;1;11;2;1;3;4589;287;14;0;0
143;2021;28;0;5;4;3;4;4;0;0;0;0;56;0;10;2;1;15;1;0;0;3678;0;139;0;0
143;2020;30;0;5;0;1;12;-3;0;0;0;0;52;0;1;0;0;5;0;0;0;2477;69;187;0;0
152;2022;33;1;6;3;2;0;2;1;0;0;0;54;0;6;5;3;12;3;2;2;4917;323;474;0;0
152;2021;2;0;4;0;1;2;-1;0;0;0;0;51;0;1;20;4;2;1;2;3;2615;0;690;0;0
152;2020;9;0;7;1;3;0;0;0;0;0;0;57;0;11;3;1;17;1;1;3;4943;175;504;0;0
203;2022;26;0;2;0;0;0;-2;0;0;0;0;55;0;7;0;0;3;2;0;1;1844;182;111;0;0
203;2021;49;1;4;0;0;2;2;0;0;0;0;62;0;4;0;0;3;0;2;8;3539;88;553;0;0
215;2022;9;0;4;0;0;0;1;0;0;0;0;54;0;6;7;2;2;0;0;1;2299;230;22;0;0
215;2021;54;1;7;0;2;4;-5;0;0;0;0;53;0;11;9;4;9;4;0;1;4832;742;111;0;0
215;2020;37;1;6;0;1;2;-3;0;0;0;0;56;0;14;24;13;15;3;0;2;4438;458;504;0;0
239;2021;35;1;7;0;1;2;-2;0;0;0;1;56;0;8;19;9;20;0;1;4;4609;0;1377;0;0
242;2022;12;0;2;0;0;0;-1;0;0;0;0;58;0;4;3;1;1;0;1;2;930;0;126;0;0
242;2022;60;1;1;0;1;0;-1;0;0;0;0;59;0;3;3;1;2;0;0;0;836;0;206;0;0
242;2021;16;0;7;1;2;2;-5;0;1;0;0;59;1;17;15;5;10;3;6;1;6209;463;643;0;0
242;2020;16;0;7;0;1;2;1;0;0;0;0;58;0;3;26;10;6;2;2;7;4659;0;1185;0;0
271;2020;24;0;7;0;1;4;-3;0;0;0;0;52;0;2;23;12;1;0;0;1;3105;0;228;0;0
458;2022;44;1;6;1;2;0;1;0;1;0;0;58;0;6;5;3;14;1;2;2;3660;1259;93;0;0
458;2021;44;1;6;0;3;0;-3;0;2;0;0;62;0;14;1;1;9;1;10;2;4396;1181;453;0;0
458;2020;17;0;5;3;1;2;2;0;1;0;0;58;0;18;1;1;5;2;4;1;3590;593;80;0;0
576;2022;24;0;3;0;0;0;-1;0;0;0;0;49;0;2;2;0;0;1;0;2;1362;0;0;0;0
576;2021;43;1;7;1;1;0;0;0;0;0;0;58;0;17;12;5;4;2;0;1;5428;1206;372;0;0
576;2020;59;1;7;2;2;4;0;0;1;0;1;64;0;11;68;39;9;1;4;4;4979;729;1109;0;0
652;2022;58;1;5;1;2;2;1;0;1;0;0;56;0;4;12;5;10;1;0;1;3897;28;958;0;0
652;2021;47;1;7;2;0;16;1;0;0;0;0;57;0;8;8;5;17;0;1;5;5235;313;505;0;0
652;2020;14;0;7;0;2;2;0;0;0;0;0;56;0;8;3;1;10;3;2;3;4611;28;220;0;0
720;2022;41;1;5;2;3;8;4;0;0;0;0;58;0;11;29;17;7;1;2;1;4166;200;939;0;0
720;2021;41;1;7;3;3;14;1;0;0;1;0;59;2;14;43;26;11;3;1;2;5256;0;1535;0;0
720;2020;8;0;4;0;0;0;-2;0;0;0;0;52;0;3;2;1;5;1;0;1;2548;0;17;0;0
1470;2022;3;0;2;1;0;2;-2;0;0;0;0;54;1;6;0;0;2;0;0;1;1817;107;45;0;0
1470;2021;37;1;5;2;2;2;2;0;1;0;0;60;0;17;0;0;8;3;3;3;4981;294;372;0;0
1470;2020;37;1;6;2;1;12;-1;0;0;0;0;64;0;20;0;0;8;1;1;3;5759;417;829;0;0
1470;2020;3;0;4;0;0;2;1;0;0;0;0;60;0;5;0;0;2;1;0;3;4023;159;118;0;0
1485;2020;48;1;6;2;3;4;1;0;2;0;0;61;0;21;3;1;13;5;2;2;4475;1542;773;0;0
1485;2020;5;0;5;1;1;8;-3;0;0;0;0;49;1;7;11;6;17;1;0;1;3568;70;363;0;0
1487;2022;48;1;5;2;2;2;2;1;1;0;0;61;1;10;0;0;8;3;1;2;4897;904;734;0;0
1487;2021;48;1;1;0;0;0;0;0;0;0;0;52;0;0;0;0;1;0;0;0;161;0;0;0;0
1487;2020;48;1;6;0;3;0;-1;0;1;0;0;62;0;16;0;0;6;0;3;5;5466;793;929;0;0
1487;2020;5;0;4;0;1;0;1;0;0;0;0;56;0;8;0;0;3;3;0;4;4250;59;231;0;0
1519;2020;45;1;5;0;1;0;-2;0;0;0;0;56;0;7;28;14;2;0;1;1;2548;283;0;0;0
1523;2020;60;1;6;2;2;0;-1;1;0;0;0;61;0;18;9;2;2;0;0;4;4745;1634;0;0;0
1560;2021;46;1;6;1;1;2;0;0;0;0;0;58;0;6;51;28;3;1;3;2;4436;0;866;0;0
1560;2020;46;1;7;3;2;14;0;0;0;1;0;61;0;10;98;49;16;7;5;8;5479;164;1521;0;0
3034;2020;53;1;7;0;1;8;-2;0;0;0;0;63;0;13;0;0;8;2;4;5;6767;198;903;0;0
3059;2022;39;1;6;0;1;0;1;0;0;0;0;52;0;4;0;0;3;0;1;0;3552;127;0;0;0
3059;2021;39;1;6;2;0;0;1;0;0;0;0;52;1;8;0;0;6;1;0;3;4393;278;0;0;0
3059;2020;39;1;7;1;1;2;0;0;0;0;0;56;0;13;0;0;11;1;1;2;4911;341;0;0;0
3099;2020;56;1;7;0;6;2;1;0;1;0;0;58;0;3;47;28;3;0;0;7;3977;807;302;0;0
3110;2020;53;1;7;2;0;4;-2;1;0;0;0;53;0;10;0;0;7;2;1;3;4227;358;40;0;0
3129;2021;34;1;1;0;0;0;-1;0;0;0;0;57;0;1;0;0;0;0;0;1;869;24;0;0;0
3129;2020;34;1;7;0;2;6;3;0;0;0;0;67;0;11;0;0;9;3;1;12;6689;218;852;0;0
3157;2022;45;1;5;0;0;4;-2;0;0;0;0;60;0;7;10;5;6;3;1;8;3768;98;1173;0;0
3157;2021;45;1;7;0;2;2;-2;0;0;0;0;56;0;3;41;18;6;2;3;12;4966;95;1281;0;0
3157;2020;36;1;3;0;0;2;1;0;0;0;0;55;0;2;12;4;3;0;1;3;2586;0;419;0;0
3177;2020;52;1;2;1;1;0;1;0;0;0;0;54;0;3;0;0;3;1;2;3;2189;8;411;0;0
3195;2020;36;1;6;2;10;2;3;0;3;0;0;74;0;21;88;45;4;0;2;8;4923;945;213;0;0
3196;2020;31;1;7;0;1;0;-4;0;0;0;0;64;0;11;63;38;4;0;2;7;4195;82;1481;0;0
3205;2020;31;1;3;1;1;4;-1;0;0;0;0;60;0;10;0;0;2;4;0;2;2422;666;0;0;0
3305;2021;59;1;7;3;0;4;-7;3;0;0;0;55;1;9;0;0;6;1;3;2;4320;929;0;0;0
3305;2020;59;1;6;0;0;7;-2;0;0;0;0;52;0;7;1;1;1;3;3;5;3509;299;103;1;0
3319;2021;33;1;3;0;0;6;-1;0;0;0;0;57;0;5;0;0;2;2;0;7;2615;168;419;0;0
3390;2020;34;1;6;1;4;2;1;0;3;0;0;60;0;9;62;37;3;1;1;2;3276;837;220;0;0
3393;2020;31;1;4;0;1;4;-2;0;1;0;0;56;0;7;36;16;2;2;0;0;2274;684;282;0;0
3435;2022;33;1;6;2;3;6;3;0;0;0;0;60;0;13;71;37;3;2;0;4;4080;859;0;0;0
3435;2021;56;1;7;1;6;4;6;0;0;0;0;61;0;16;83;43;7;4;1;1;5516;661;0;0;0
3435;2020;56;1;7;2;2;2;0;0;0;0;0;59;0;8;53;27;5;2;4;3;4991;578;606;0;0
3443;2020;56;1;7;1;4;6;-1;0;2;0;0;67;0;12;78;40;7;0;3;7;3547;1022;1132;0;0
