PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
2827;33;33;Cole;Foston;;71;194;2003-4-7;Cole Harbour;NS;Canada;;;0
2828;54;9;Samuel;Johnson;;72;195;2002-11-7;Carleton;QC;Canada;;;0
2829;46;0;Robert;Orr;;73;194;2003-9-1;Beaconsfield;QC;Canada;;;0
2830;50;15;Ben;Boyd;;77;192;2003-1-1;Dartmouth;NS;Canada;;;0
2831;-1;-1;Étienne;Parent;;71;166;2003-5-28;Kingston;ON;Canada;;;0
2832;57;24;Conor;Shortall;;71;192;2003-4-29;St. John's;NL;Canada;;;0
2833;-1;-1;Loïck;Daigle;;71;188;2002-1-31;Châteauguay;QC;Canada;;;0
2834;29;29;William;Rousseau;;73;172;2003-1-9;Trois-Rivières;QC;Canada;;;0
2835;53;10;Mathys;Poulin;;72;175;2003-9-12;Sherbrooke;QC;Canada;;;0
2836;60;16;Mikael;Huchette;;75;224;2003-8-1;Saint-Hyacinthe;QC;Canada;;;0
2837;39;20;Mathis;Gauthier;;75;206;2003-6-21;Montreal;QC;Canada;;;0
2838;61;19;Keegan;Hunt;;73;198;2003-1-29;Moncton;NB;Canada;;;0
2839;46;0;Marc-Antoine;Séguin;;72;186;2003-1-27;Gatineau;QC;Canada;;;0
2840;46;0;Nicholas;Sheehan;;71;185;2003-11-23;Moncton;NB;Canada;;;0
2841;37;3;Pierre-Vincent;Guignard;;71;197;2003-1-25;Shippagan;NB;Canada;;;0
2842;52;8;Mikaël;Denis;;71;174;2003-11-12;Rivière-du-Loup;QC;Canada;;;0
2843;36;25;Olivier;Archambault;;75;213;2003-2-14;L'Assomption;QC;Canada;;;0
2844;51;22;Jack;Campbell;;72;185;2003-9-3;Souris;PE;Canada;;;0
2845;50;15;Frédéric;Dutil;;71;174;2003-2-28;Salaberry-de-Valleyfield;QC;Canada;;;0
2846;41;4;Ventsislav;Shingarov;;72;205;2003-4-15;Sofia;SOF;Canada;Bulgaria;;0
2847;47;14;Alexis;Cournoyer;;75;174;2003-9-19;Sorel-Tracy;QC;Canada;;;0
2848;54;9;Brady;James;;73;204;2003-2-19;Beaconsfield;QC;Canada;;;0
2849;59;18;Marc-Andre;Gaudet;;75;211;2003-1-24;Moncton;NB;Canada;;;0
2850;39;20;Thomas;Lachapelle;;71;180;2003-11-11;Crabtree;QC;Canada;;;0
2851;13;13;James;Malatesta;;71;203;2003-5-31;Kirkland;QC;Canada;;;0
2852;40;7;Charles-Antoine;Pilote;;75;202;2003-1-7;Saint-Lambert;QC;Canada;;;0
2853;61;19;Alexis;Gendron;;70;177;2003-12-30;Salaberry-de-Valleyfield;QC;Canada;;;0
2854;-1;-1;Xavier;Ducharme;;74;190;2003-4-24;Mirabel;QC;Canada;;;0
2855;-1;-1;Steven;Iannidinardo;;72;172;2003-5-24;Montreal;QC;Canada;;;0
2856;-1;-1;William;Robitaille;;72;157;2003-2-6;Winnipeg;MB;Canada;;;0
2857;50;15;Julien;Bourget;;71;173;2003-9-25;Sherbrooke;QC;Canada;;;0
2858;55;21;Isaac;Dufort;;75;179;2003-3-13;Laval;QC;Canada;;;0
2859;-1;-1;Anthony;Munroe-Boucher;;73;208;2002-6-27;Lévis;QC;Canada;;;0
2860;-1;-1;Dominic;LeBlanc;;71;181;2003-2-2;Shediac;NB;Canada;;;0
2861;-1;-1;Fabrice;Fortin;;71;179;2003-5-8;Saint-Félicien;QC;Canada;;;0
2862;-1;-1;Émile;Chouinard;;76;187;2003-3-26;Quebec City;QC;Canada;;;0
2863;-1;-1;Lucas;Robinson;;72;202;2002-5-16;Corner Brook;NL;Canada;;;0
2864;56;12;Émile;Gadoury;;72;171;2003-1-28;Bedford;QC;Canada;;;0
2865;-1;-1;Vincent;Trudel;;72;186;2003-4-18;Shawinigan;QC;Canada;;;0
2866;55;21;Jonathan;Desrosiers;;71;183;2003-2-7;Dieppe;NB;Canada;;;0
2867;34;11;Alexander;Gaudio;;77;219;2003-7-28;Laval;QC;Canada;;;0
2868;-1;-1;Jérémy;Sainte-Marie;;71;175;2003-2-20;Quebec City;QC;Canada;;;0
2869;43;30;Jaheem;Lagacé-Aurelien;;74;188;2003-3-7;Mascouche;QC;Canada;;;0
2870;52;8;Jacob;Santerre;;75;203;2002-10-18;Farnham;QC;Canada;;;0
2871;61;19;Émile;Lambert;;78;197;2003-11-20;La Pocatière;QC;Canada;;;0
2872;32;27;Anthony;Turcotte;;74;196;2003-5-27;Val-d'Or;QC;Canada;;;0
2873;-1;-1;Salvatore;Bucaro;;73;170;2003-6-13;Hamilton;ON;Canada;;;0
2874;-1;-1;Mathis;Paradis;;74;170;2003-1-1;Gatineau;QC;Canada;;;0
2875;-1;-1;Alexis;Morin;;71;183;2003-5-31;Quebec City;QC;Canada;;;0
2876;47;14;Nick;Blagden;;73;214;2002-10-23;Saint John;NB;Canada;;;0
2877;-1;-1;Zacharie;Charest;;73;188;2003-4-11;Saint-Alexandre;QC;Canada;;;0
2878;42;17;Mareck;Jean;;74;204;2003-1-2;Saguenay;QC;Canada;;;0
2879;-1;-1;Merle;Putman;;72;189;2003-5-9;Truro;NS;Canada;;;0
2880;-1;-1;Tommy;Cormier;;70;173;2003-7-23;Pont-Rouge;QC;Canada;;;0
2881;-1;-1;Simon;Maltais;;77;209;2003-3-15;Moncton;NB;Canada;;;0
2882;-1;-1;Jared;Cosman;;71;177;2003-1-8;Saint John;NB;Canada;;;0
2883;-1;-1;Kurtis;Lang;;76;207;2001-10-10;Halifax;NS;Canada;;;0
2884;-1;-1;Brendan;McCarthy;;71;182;2001-4-3;Goulds;NL;Canada;;;0
2885;43;30;Jakub;Brabenec;;72;193;2003-9-11;Brno;JHM;Czech Republic;;;0
2886;38;28;Noah;Patenaude;;72;210;2002-12-24;Neuchâtel;NE;Switzerland;Canada;;0
2887;43;30;Aapo;Siivonen;;72;178;2002-10-31;Uusikaupunki;SOU;Finland;;;0
2888;29;29;Viljami;Marjala;;74;195;2003-1-29;Oulu;NOS;Finland;;;0
2889;38;28;Matouš;Menšík;;73;214;2003-7-19;Jihlava;VYS;Czech Republic;;;0
2890;-1;-1;Maxime;Rioux;;70;163;2001-12-20;Sainte-Julie;QC;Canada;;;0
2891;37;3;Attilio;Biasca;;72;202;2003-3-18;Zug;ZG;Switzerland;;;0
2892;-1;-1;Alex;Labbé;;75;201;2001-4-8;Quebec City;QC;Canada;;;0
2893;48;5;Landon;Miron;;74;207;2002-10-30;Dartmouth;NS;Canada;;;0
2894;-1;-1;Édouard;Charron;;73;187;2001-9-12;La Pocatière;QC;Canada;;;0
2895;-1;-1;Philippe;Casault;;73;181;2001-5-24;Halifax;NS;Canada;;;0
2896;-1;-1;Matt;Lint;;70;170;2002-8-12;Mission;BC;Canada;;;0
2897;42;17;Marc-Antoine;Pépin;;76;206;2001-3-7;Bécancour;QC;Canada;;;0
2898;-1;-1;Olivier;Pouliot;;71;170;2001-8-5;Rimouski;QC;Canada;;;0
2899;-1;-1;Émile;Hégarty-Aubin;;72;178;2001-1-13;Chambly;QC;Canada;;;0
2900;-1;-1;Raphaël;Audet;;72;198;2001-3-10;Rimouski;QC;Canada;;;0
2901;58;58;Luka;Verreault;;71;192;2002-5-2;Rimouski;QC;Canada;;;0
2902;-1;-1;Blake;Richardson;;70;171;2001-7-26;Montreal;QC;Canada;;;0
2903;55;21;William;Dumoulin;;71;206;2003-11-27;Albuquerque;NM;Canada;The United States;;0
2904;34;34;Danila;Klimovich;;74;220;2003-1-9;Pinsk;BRE;Belarus;;;0
2905;-1;-1;Zachary;Cadorette;;72;172;2001-1-31;Sherbrooke;QC;Canada;;;0
2906;-1;-1;Olivier;Drouin;;71;191;2001-8-1;Drummondville;QC;Canada;;;0
2907;-1;-1;Michaël;Montminy;;71;175;2002-4-5;Quebec City;QC;Canada;;;0
2908;-1;-1;Steven;Fournier;;70;176;2002-11-17;Markham;ON;Canada;;;0
2909;-1;-1;Mikisiw;Awashish;;73;181;2001-3-29;Mashteuiatsh;QC;Canada;;;0
2910;-1;-1;Zachary;Cardinal;;72;184;2002-11-14;Sainte-Thérèse;QC;Canada;;;0
2911;-1;-1;Jean-Tommy;Auger;;72;182;2002-2-20;Edmonton;AB;Canada;;;0
2912;-1;-1;Blake;Chasse;;72;197;2002-9-17;Halifax;NS;Canada;;;0
2913;37;3;Alexis;Daniel;;70;193;2003-8-2;Dieppe;NB;Canada;;;0
2914;-1;-1;Ryan;Maynard;;74;190;2002-7-25;Cochrane;ON;Canada;;;0
2915;-1;-1;William;Lepage;;70;157;2002-12-13;Mississauga;ON;Canada;;;0
2916;44;6;Olivier;Ciarlo;;71;200;2004-6-4;Laval;QC;Canada;;;0
2917;26;26;Jacob;Mathieu;;71;203;2004-5-5;Stratford;ON;Canada;;;0
2918;35;13;Davis;Cooper;;74;191;2003-4-9;Halifax;NS;Canada;;;0
2919;-1;-1;Logan;Costenaro;;75;208;2003-7-18;Montreal;QC;Canada;;;0
2920;56;12;Jean-Raphaël;Roy;;74;205;2003-10-27;Lévis;QC;Canada;;;0
2921;41;4;Lane;Hinkley;;75;224;2004-2-18;Moncton;NB;Canada;;;0
2922;32;27;Alexandre;Lefebvre;;71;201;2003-10-7;Saint-Eustache;QC;Canada;;;0
2923;-1;-1;Alexandre;Tessier;;71;183;2003-7-25;Mirabel;QC;Canada;;;0
2924;47;14;Hunter;Gartley;;73;184;2004-1-8;Woodstock;NB;Canada;;;0
2925;61;19;Brayden;Schmitt;;73;193;2004-3-18;Truro;NS;Canada;;;0
2926;46;0;Alex;Carr;;72;186;2003-3-30;Sackville;NS;Canada;;;0
2927;60;16;Carter;Murchison;;71;176;2004-4-17;Cole Harbour;NS;Canada;;;0
2928;59;18;Dylan;Andrews;;71;205;2004-3-31;Cole Harbour;NS;Canada;;;0
2929;60;16;Lucas;Canning;;74;201;2004-6-20;New Glasgow;NS;Canada;;;0
2930;39;20;Luke;Woodworth;;71;193;2004-4-1;Bridgewater;NS;Canada;;;0
2931;7;7;Leighton;Carruthers;;74;222;2004-7-18;Halifax;NS;Canada;;;0
2932;60;16;Drew;Maddigan;;76;183;2004-6-29;Halifax;NS;Canada;;;0
2933;30;30;Jake;Furlong;;73;204;2004-3-4;Halifax;NS;Canada;;;0
2934;117;117;Markus;Vidicek;;73;189;2004-3-21;Kirkland;QC;Canada;;;0
2935;17;17;Jordan;Dumais;;73;182;2004-4-15;Montreal;QC;Canada;;;0
2936;31;23;Charles-Edward;Gravel;;73;194;2004-3-23;Lévis;QC;Canada;;;0
2937;118;118;Francesco;Iasenza;;72;188;2004-7-11;Quebec City;QC;Canada;;;0
2938;11;11;Anthony;Lavoie;;72;210;2004-1-25;Lévis;QC;Canada;;;0
2939;35;13;Jonathan;Fauchon;;72;189;2004-1-13;Lévis;QC;Canada;;;0
2940;51;22;Jasmin;Simon;;77;205;2003-2-19;Sainte-Martine;QC;Canada;;;0
2941;121;121;Zachary;Lessard;;72;198;2004-9-6;Port Coquitlam;BC;Canada;;;0
2942;7;7;Pier-Olivier;Roy;;71;181;2004-3-5;Lévis;QC;Canada;;;0
2943;-1;-1;Charles-Antoine;Tremblay;;73;200;2004-1-22;Port Alberni;BC;Canada;;;0
2944;38;28;Félix;Gagnon;;71;189;2004-6-10;Saguenay;QC;Canada;;;0
2945;57;24;James;Swan;;69;192;2004-1-2;Quebec City;QC;Canada;;;0
2946;120;120;Nathan;Drapeau;;72;196;2004-12-28;Mont-Joli;QC;Canada;;;0
2947;29;29;Nicolas;Ruccia;;74;194;2004-4-12;Laval;QC;Canada;;;0
2948;111;111;Justin;Sullivan;;75;202;2004-9-28;Laval;QC;Canada;;;0
2949;106;106;Coen;Strang;;73;195;2004-9-18;Moncton;NB;Canada;;;0
2950;1;1;Dyllan;Gill;;73;197;2004-6-7;Moncton;NB;Canada;;;0
2951;2;2;Sam;Oliver;;71;183;2004-7-4;Saint John;NB;Canada;;;0
2952;1;1;Samuel;Savoie;;73;218;2004-3-25;Dieppe;NB;Canada;;;0
2953;111;111;Matteo;Mann;;77;225;2004-12-31;Sackville;NB;Canada;;;0
2954;40;7;Riley;Mercer;;75;224;2004-3-31;Bay Roberts;NL;Canada;;;0
2955;10;10;Yoan;Loshing;;72;181;2004-2-29;Sainte-Catherine;QC;Canada;;;0
2956;104;104;Noah;Warren;;77;223;2004-7-15;Saint-Jean-sur-Richelieu;QC;Canada;;;0
2957;34;11;Donovan;Arsenault;;76;209;2004-6-18;Summerside;PE;Canada;;;0
2958;120;120;Simon;Hughes;;75;207;2004-1-16;Hamilton;ON;Canada;;;0
2959;106;106;Louis-Philippe;Fontaine;;72;200;2004-8-12;Chambly;QC;Canada;;;0
2960;42;17;François-James;Buteau;;77;185;2004-4-28;Blainville;QC;Canada;;;0
2961;31;23;Angus;Booth;;73;196;2004-4-27;Montreal;QC;Canada;England;;0
2962;57;24;Braeden;MacPhee;;71;191;2004-5-30;Moncton;NB;Canada;;;0
2963;104;104;Antonin;Verreault;;71;203;2004-7-28;Mirabel;QC;Canada;;;0
2964;25;25;Maveric;Lamoureux;;77;219;2004-1-13;Hawkesbury;ON;Canada;;;0
2965;38;28;Marek;Doucet;;71;188;2004-5-6;Toronto;ON;Canada;;;0
2966;17;17;Émeric;Gaudet;;76;182;2004-3-9;Rouyn-Noranda;QC;Canada;;;0
2967;52;8;Jacob;Lafontaine;;73;186;2004-1-24;Trois-Rivières;QC;Canada;;;0
2968;38;28;Jordan;Côté;;74;198;2003-1-26;Thetford Mines;QC;Canada;;;0
2969;38;28;Isaac;Ménard;;71;203;2004-4-8;Trois-Rivières;QC;Canada;;;0
2970;59;18;Pavel;Grishin;;75;203;2003-6-23;Moscow;MOS;Russia;;;0
2971;4;4;Alexander;Lazarev;;73;186;2003-10-21;Angarsk;IRK;Russia;;;0
2972;34;11;Christophe;Rondeau;;71;191;2003-6-3;Saint-Lazare;QC;Canada;;;0
2973;36;25;Gabriel;Boissonneault;;76;216;2003-8-8;Salaberry-de-Valleyfield;QC;Canada;;;0
2976;-1;-1;Ken;Westmoreland;;69;193;1994-5-13;New Haven;CT;The United States;;;0
2978;-1;-1;Rob;Supples;;73;205;1993-1-23;Jackson Township;NJ;The United States;;;0
2979;-1;-1;Nick;DeSwardt;;75;186;1992-7-29;Saginaw;MI;The United States;;;0
2983;-1;-1;Andrey;Irha;;71;177;1992-7-8;Gomel;GOM;Belarus;;;0
2986;-1;-1;Axel;Sjöstrand;;71;194;1995-3-5;Partille;VäS;Sweden;;;0
2988;-1;-1;Ludvig;Klasson;;72;201;1995-1-2;Eskilstuna;SöD;Sweden;;;0
2989;20;20;Tapani;Leinonen;;70;190;1997-2-11;Pöytyä;FIN;Finland;;;0
2990;-1;-1;Martin;Matousek;;74;209;1992-7-12;Ceské Budejovice;JIH;Czech Republic;;;0
2992;-1;-1;Warren;Ferreira;;73;177;1993-3-26;Tallahassee;FL;The United States;;;0
2993;-1;-1;Lukas;Wyss;;71;203;1995-11-12;Zurich;ZH;Switzerland;;;0
2996;-1;-1;Alexandre;Brisebois;;71;215;1995-9-12;Dolbeau;QC;Canada;;;0
2997;-1;-1;Bobby;Karr;;72;209;1995-12-13;Buffalo;NY;The United States;;;0
2999;-1;-1;Howard;Cole;;77;202;1994-9-16;Omaha;NE;The United States;;;0
3000;-1;-1;Darrell;Tracy;;68;201;1993-12-23;Henniker;NH;The United States;;;0
3001;-1;-1;Lonnie;Scaife;;71;206;1995-10-23;Buffalo;NY;The United States;;;0
3002;-1;-1;Kurt;Horton;;74;195;1993-10-4;Chicago;IL;The United States;;;0
3003;-1;-1;Jason;Perkins;;75;221;1992-1-24;Reisterstown;MD;The United States;;;0
3005;-1;-1;Alex;Eaves;;68;208;1995-8-4;Sault Ste. Marie;ON;Canada;;;0
3007;-1;-1;Jan;Filipek;;73;202;1995-12-14;Liberec;LIB;Czech Republic;;;0
3009;-1;-1;Simon;Jakobsson;;70;212;1991-10-11;Trollhättan;VäS;Sweden;;;0
3010;-1;-1;Sampsa;Murtola;;73;187;1993-1-4;Hamina;KYM;Finland;;;0
3011;-1;-1;Martin;Pettersson;;71;184;1993-11-23;Lerum;VäS;Sweden;;;0
3012;-1;-1;Everton;Ball;;68;188;1996-1-1;Washington;OH;The United States;;;0
3016;-1;-1;Jeff;Schmidt;;71;218;1993-1-24;Portland;OR;The United States;;;0
3018;-1;-1;Kenny;Corbet;;72;174;1994-5-11;Perry;NY;The United States;;;0
3019;-1;-1;Brian;Ward;;72;176;1996-12-24;Lexington;KY;The United States;;;0
3020;-1;-1;Fred;Rawnsley;;75;217;1995-7-30;San Tan Valley;AZ;The United States;;;0
3023;-1;-1;Olle;Severinsson;;73;221;1991-12-12;Stockholm;STO;Sweden;;;0
3027;-1;-1;Zach;Gill;;75;192;1991-7-22;Baie-Saint-Paul;QC;Canada;;;0
3028;-1;-1;Peter;Pecalka;;74;207;1991-10-27;Namestovo;ZIL;Slovakia;;;0
3031;-1;-1;Paul;Hooper;;73;212;1997-9-28;Upper St. Clair;PA;The United States;;;0
3035;-1;-1;Gianluca;Mesiti;;68;183;1994-12-29;West Nipissing;ON;Canada;;;0
3036;-1;-1;Robert;Fragoso;;69;190;1994-5-31;Toledo;OH;The United States;;;0
3037;-1;-1;Leon;Mabbett;;76;231;1991-9-29;San Antonio;TX;The United States;;;0
3042;-1;-1;Ivan;Churanov;;74;178;1999-6-6;Moscow;MOS;Russia;;;0
3043;31;31;Ken;Shiver;;69;175;1999-9-18;West Babylon;NY;The United States;;;0
3044;-1;-1;Kel;Fenkell;;69;168;1994-10-11;Cleburne;TX;The United States;;;0
3045;-1;-1;Byron;Bellows;;73;195;1990-6-29;Wheaton-Glenmont;MD;The United States;;;0
3047;31;31;Wes;Shaw;;70;179;1995-11-18;Bayou Cane;LA;The United States;;;0
3048;-1;-1;Danny;Caldwell;;69;185;1997-12-10;Wichita;KS;The United States;;;0
3050;-1;-1;Wilhelm;Kjos;;76;222;1991-11-15;Kansas City;KS;The United States;;;0
3053;-1;-1;Stefan;Macko;;74;229;1993-9-23;Snina;PRE;Slovakia;;;0
3060;-1;-1;Barry;Fox;;73;194;1993-12-15;Fresno;CA;The United States;;;0
3064;-1;-1;Bjarne;Riis;;72;195;1995-2-16;Lemvig;RIN;Denmark;;;0
3065;-1;-1;Tadakuni;Erasun;;73;205;1994-10-17;Montebello;CA;The United States;;;0
3067;-1;-1;Andreas;Andersson;;73;221;1999-10-19;Västerås;VäS;Sweden;;;0
3069;-1;-1;Dan;McCann;;70;185;1994-3-22;Rancho Cucamonga;CA;The United States;;;0
3070;-1;-1;Ed;Samways;;74;178;1992-12-28;Ithaca;MI;The United States;;;0
3073;-1;-1;Chris;Lumsden;;74;204;1993-1-16;Tell City;IN;The United States;;;0
3075;-1;-1;Valerian;Rabe;;75;226;1996-12-30;Jasmine Estates;FL;The United States;;;0
3076;-1;-1;Charles;Troughton;;75;210;1996-6-11;Seattle;WA;The United States;;;0
3077;-1;-1;Konstantin;Sanakoyev;;71;194;1995-11-5;Moscow;MOS;Russia;;;0
3081;-1;-1;Avery;Drudge;;71;201;1995-9-7;Detroit;MI;The United States;;;0
3082;-1;-1;Scott;Shults;;74;219;1995-10-1;Tucson;AZ;The United States;;;0
3084;-1;-1;Brian;Little;;76;217;1990-11-4;Tybee Island;GA;The United States;;;0
3086;-1;-1;Milan;Stracina;;73;208;1997-10-18;Banska Bystrica;BAN;Slovakia;;;0
3088;-1;-1;Rostislav;Ondrus;;73;219;1993-5-3;Ivanka pri Dunaji;BRA;Slovakia;;;0
3090;-1;-1;Jerome;Purcell;;72;186;1993-10-9;Mesa;AZ;The United States;;;0
3093;-1;-1;Matt;Loney;;74;208;2000-10-23;Chino;CA;The United States;;;0
3094;-1;-1;Pavel;Korban;;71;191;1996-2-12;Grodno;GRO;Belarus;;;0
3095;-1;-1;Jimmy;Courtney;;73;209;2000-4-2;Winston;GA;The United States;;;0
3097;-1;-1;Devin;Kahler;;72;200;1992-8-26;Kahului;HI;The United States;;;0
3100;-1;-1;Pat;Pegram;;74;182;1992-7-17;Kenosha;WI;The United States;;;0
3101;-1;-1;Maksim;Daniyalov;;74;187;1991-7-12;Temirtau;KAR;Kazakhstan;;;0
3103;-1;-1;Garry;Smith;;69;198;1992-1-29;Langford;BC;Canada;;;0
3104;-1;-1;Yvan;Gagné;;74;192;1993-11-6;Laval;QC;Canada;;;0
3105;-1;-1;Brock;Lindsey;;73;205;1997-8-5;Encantada-Ranchito El Calaboz;TX;The United States;;;0
3107;-1;-1;Mathis;Brochu;;73;192;1993-2-24;Montreal;QC;Canada;;;0
3109;-1;-1;Bobby;Thrower;;72;211;1997-9-6;Vancouver;BC;Canada;;;0
3111;-1;-1;Andrey;Shakhvorostov;;74;195;1994-2-7;Nevelsk;SAK;Russia;;;0
3112;-1;-1;Curt;Pearce;;73;196;1992-8-29;New York;NY;The United States;;;0
3113;-1;-1;Javier;Vasquez;;71;199;1992-2-26;Houston;TX;The United States;;;0
3114;-1;-1;Tobias;Lundberg;;73;211;1994-8-31;Göteborg;VäS;Sweden;;;0
3115;-1;-1;Skip;Rouse;;72;202;1991-7-31;Seattle;WA;The United States;;;0
3119;-1;-1;Bob;Welburn;;75;222;1996-10-11;Lodi;NJ;The United States;;;0
3122;-1;-1;Tyler;Hoblitzell;;72;214;1995-7-28;Whitecourt;AB;Canada;;;0
3128;-1;-1;Arnie;Harkness;;69;199;1992-9-7;Willoughby;OH;The United States;;;0
3130;-1;-1;Jason;Britton;;76;214;1992-6-29;Dallas;TX;The United States;;;0
3132;-1;-1;Rodney;Newsome;;69;194;1993-3-4;Cokato;MN;The United States;;;0
3133;-1;-1;Bernard;Staines;;73;192;1992-5-12;Smyrna;TN;The United States;;;0
3135;-1;-1;Jens;Cooper;;72;176;1998-6-22;Seelze;LOW;Germany;;;0
3138;-1;-1;Jiri;Chroust;;71;216;1991-9-22;Tabor;JIH;Czech Republic;;;0
3140;-1;-1;Duane;Trahey;;75;202;1992-12-1;Seaside;CA;The United States;;;0
3141;-1;-1;Petr;Voves;;70;207;1996-9-25;Decín;UST;Czech Republic;;;0
3142;-1;-1;Noah;Fletcher;;74;227;1994-6-14;Stockton;CA;The United States;;;0
3144;-1;-1;Dzmitry;Hihevich;;71;171;1991-12-22;Baranovichi;BRE;Belarus;;;0
3146;-1;-1;Morgan;Eriksson;;70;191;1992-9-13;Munkedal;VäS;Sweden;;;0
3147;-1;-1;Tanner;O'Donoghue;;75;203;1993-10-30;Staunton;VA;The United States;;;0
3148;-1;-1;Derek;McJannett;;69;185;1992-11-29;Rushville;IN;The United States;;;0
3149;-1;-1;Spencer;McFaull;;72;196;1994-6-15;Danville;NH;The United States;;;0
3150;-1;-1;Jack;Bachmann;;71;187;1997-9-21;Garland;TX;The United States;;;0
3151;-1;-1;Cameron;Smith;;73;197;1995-12-20;Tacoma;WA;The United States;;;0
3152;-1;-1;Clifton;Curry;;70;212;1992-4-22;Butte;MT;The United States;;;0
3153;-1;-1;Mikko;Kerälä;;72;177;1993-6-18;Uusikaupunki;SOU;Finland;;;0
3158;-1;-1;Anson;McIvor;;71;210;1993-8-13;Whitehorse;YT;Canada;;;0
3159;-1;-1;Alexander;Ekström;;69;184;1995-9-11;Vantaa;UUS;Finland;;;0
3161;-1;-1;Tom;Sullivan;;74;215;1991-12-14;Memphis;TN;The United States;;;0
3163;-1;-1;Jakub;Suchanek;;77;213;1997-6-27;Prague;PRA;Czech Republic;;;0
3164;-1;-1;Jerry;Stephens;;75;228;1999-4-29;Pasadena;CA;The United States;;;0
3165;-1;-1;Ryan;Korab;;68;209;1997-11-8;Peace River;AB;Canada;;;0
3166;-1;-1;John;Shelton;;73;183;1997-1-20;Highland Beach;FL;The United States;;;0
3168;-1;-1;Jon;Decker;;71;205;1998-9-1;Talty;TX;The United States;;;0
3169;-1;-1;Andy;Rownan;;74;199;1992-1-27;Woodmore;MD;The United States;;;0
3171;-1;-1;Jan;Cermak;;70;209;1997-7-23;Velké Hamry;LIB;Czech Republic;;;0
3172;-1;-1;Alan;Meekin;;74;221;1998-6-7;Rio del Mar;CA;The United States;China;;0
3178;-1;-1;Tommy;Murdoch;;67;166;1996-3-3;El Verano;CA;The United States;;;0
3179;-1;-1;Will;Thomason;;68;174;1995-3-7;DeMotte;IN;The United States;;;0
3180;-1;-1;Martin;Koukal;;72;194;1998-5-10;Prague;PRA;Czech Republic;;;0
3181;-1;-1;Glenn;Gordon;;73;214;1998-5-21;Los Angeles;CA;The United States;;;0
3182;50;50;Gil;Sisler;;75;204;1991-6-23;Orange City;IA;The United States;;;0
3183;-1;-1;Robert;Ridsdale;;74;192;1994-8-26;Kansas City;MO;The United States;;;0
3184;-1;-1;Kamil;Mukhametdinov;;72;217;1993-8-31;Yekaterinburg;SVE;Russia;;;0
3189;-1;-1;Jonathan;Weaver;;76;215;1996-4-1;Maryland Heights;MO;The United States;;;0
3197;-1;-1;Thom;Tetreault;;74;199;1994-7-22;Arlington;TX;The United States;;;0
3200;-1;-1;Barrett;Lambe;;72;206;1993-12-21;Lloydminster;AB;Canada;;;0
3209;-1;-1;Chris;Torgerson;;72;218;1996-11-28;Memphis;TN;The United States;;;0
3212;-1;-1;Bill;Parrish;;69;204;1998-10-15;Lovejoy;GA;The United States;;;0
3213;-1;-1;Stanley;Dudley;;69;187;1994-10-8;East Hartford;CT;The United States;;;0
3215;-1;-1;Peter;Bucka;;71;178;1999-9-10;Zvolen;BAN;Slovakia;;;0
3221;-1;-1;Dan;Waters;;73;190;1994-7-28;Pleasant Hills;PA;The United States;;;0
3226;-1;-1;Robin;Koudelka;;73;225;1994-11-20;Rokycany;PLZ;Czech Republic;;;0
3227;-1;-1;Yanic;Ouellet;;70;215;1995-4-22;Drummondville;QC;Canada;;;0
3228;-1;-1;Tanner;Seyednejad;;75;229;1992-11-15;Halifax;NS;Canada;;;0
3229;-1;-1;Gabriel;Blackburn;;72;214;1997-8-19;Montreal;QC;Canada;;;0
3231;-1;-1;Dmitry;Zavalin;;72;175;1993-4-4;Saratov;SAR;Russia;;;0
3233;-1;-1;Ed;Blackstone;;71;189;1992-6-4;Oakland;CA;The United States;;;0
3234;-1;-1;Malcolm;Calnan;;77;204;1997-9-8;Hudson;OH;The United States;;;0
3236;-1;-1;Mark;Robertson;;75;188;1996-7-25;Shrewsbury;PA;The United States;;;0
3238;-1;-1;Jeff;Maxwell;;74;191;1992-7-11;Ozark;AL;The United States;;;0
3242;-1;-1;Michael;McFarland;;72;183;1993-2-26;Johnstown;CO;The United States;;;0
3244;-1;-1;Joe;Horne;;74;214;1995-4-8;Zanesville;OH;The United States;;;0
3247;-1;-1;Radim;Nachazel;;71;171;1993-7-5;Chomutov;UST;Czech Republic;;;0
3254;-1;-1;Will;Corke;;72;204;1992-6-4;Omaha;NE;The United States;;;0
3255;-1;-1;Guido;Verdonk;;76;207;1993-4-9;Heerlen;ZUI;The Netherlands;;;0
3256;-1;-1;Dale;Bower;;74;190;1996-3-9;Ontario;CA;The United States;;;0
3261;-1;-1;Ján;Pecnik;;73;178;1993-8-9;Bratislava;BRA;Slovakia;;;0
3263;-1;-1;John;Snelling;;76;222;1994-8-24;Sun City;AZ;The United States;;;0
3265;-1;-1;Simon;Ottosson;;73;222;1994-9-15;Karlstad;VäR;Sweden;;;0
3267;-1;-1;Kevin;Mills;;72;197;1993-10-25;New Orleans;LA;The United States;;;0
3274;-1;-1;Kent;Olsson;;68;165;1991-12-6;Stockholm;STO;Sweden;;;0
3276;-1;-1;Todd;Keer;;71;174;1995-7-2;Land O' Lakes;FL;The United States;;;0
