Game Id;Period;Time;Scorer;Assist 1;Assist 2;TeamId;Note
23207;2;120;315;512;859;13;PP
23207;2;645;111;1248;2262;2;ES
23207;3;856;870;1050;464;13;ES
23219;1;328;198;1777;439;25;PP
23219;2;466;135;855;1096;17;ES
23219;2;765;332;1082;213;17;ES
23219;2;1034;855;332;809;17;ES
23219;3;1017;1400;797;407;25;ES
23324;1;283;1670;2891;257;3;ES
23324;1;345;207;905;;26;ES
23324;2;422;207;206;550;26;ES
23324;2;552;905;115;1145;26;ES
23324;2;1013;1295;1081;;3;PP
23324;3;568;7015;48;2384;26;ES
23256;1;344;693;2620;2247;10;PP
23256;1;689;797;407;;25;PP
23256;1;791;625;1330;126;10;ES
23256;2;577;1330;625;;10;ES
23256;3;476;693;1330;;10;ES
23256;3;622;196;1330;;10;ES
23256;3;1036;201;625;;10;ES
23212;1;967;464;315;;13;ES
23212;2;18;157;522;1157;7;ES
23212;2;526;1157;522;157;7;PP
23212;3;455;870;479;315;13;PP
23212;3;479;2004;370;1744;13;ES
23212;3;717;2931;2942;;7;ES
23212;3;762;157;375;;7;ES
23212;3;834;1157;1427;;7;ES
23212;3;1141;2942;2616;;7;ES, ENG
23259;1;739;1429;1145;;26;ES
23259;1;1015;2531;110;;9;ES
23259;1;1064;695;1334;1233;9;ES
23259;1;1176;1429;7015;175;26;ES
23259;2;592;1299;38;;9;PP
23259;3;532;7015;207;;26;ES
23227;1;1179;307;334;412;4;ES
23227;2;13;1031;597;412;4;ES
23227;2;936;1328;412;;4;ES
23272;1;306;1027;2498;;5;ES
23272;1;927;1203;656;1351;16;ES
23272;2;432;467;1662;2790;29;ES
23272;2;461;2181;697;1444;16;ES
23272;2;738;25;1351;;16;ES
23272;3;96;378;1214;612;5;ES
23371;1;570;1289;1129;640;18;PP
23371;2;719;1340;1289;838;18;PP
23371;2;834;838;477;1340;18;ES
23371;3;88;1017;294;;19;PP
23371;3;832;1340;838;;18;PP
23371;3;959;1329;785;2095;61;ES
23371;3;1060;1401;953;549;12;ES
23964;1;213;1771;610;1208;29;ES
23964;1;390;985;1771;610;29;PP
23964;1;498;2777;1436;;29;ES
23964;1;891;2777;353;1436;29;ES
23964;1;1191;985;353;1771;29;PP
23964;2;447;900;988;851;29;ES
23964;2;564;900;851;353;29;ES
23964;2;639;179;962;410;1;PP
23964;2;1104;1436;2777;681;29;ES
23964;2;1157;690;2076;915;29;ES
23964;3;417;1830;204;;58;ES
23964;3;839;900;915;690;29;ES
23964;3;904;179;1711;204;1;ES
23751;1;834;937;657;314;12;ES
23751;2;242;1158;853;869;22;ES
23751;2;564;336;967;1286;22;PP
23751;2;792;1043;937;2491;12;ES
23751;2;1012;1154;665;279;12;ES
23751;3;204;314;1131;;12;PP
23751;3;466;1440;909;738;22;ES
23258;1;91;1418;1108;;30;ES
23258;2;351;2349;2620;126;10;PP
23258;3;711;1466;385;1418;30;PP
23258;3;908;2349;625;201;10;ES
23263;2;622;1398;1022;949;20;ES
23263;2;1079;1116;817;;20;PP
23263;2;1129;2060;1207;;8;ES
23263;2;1147;949;1097;;20;ES
23263;3;930;123;1357;226;8;PP
23398;1;815;1248;220;1053;2;PP
23398;1;836;404;1303;2482;15;ES
23398;1;1068;220;2262;1053;2;ES
23398;2;325;1238;694;1300;15;PP
23398;2;836;111;832;;2;PP
23398;2;1047;2371;662;;15;PP
23398;3;66;209;1170;111;2;PP
23398;3;188;662;1390;;15;ES
23398;3;845;1300;1390;1435;15;ES
24172;1;726;1447;1265;638;24;ES
24172;1;811;621;1172;646;24;ES
24172;1;1016;1295;91;1081;3;PP
24172;2;121;2369;646;589;24;ES
24172;2;341;1419;603;1294;24;ES
24172;2;907;2459;646;1172;24;ES
24172;3;92;1295;865;575;3;ES
24172;3;835;638;1433;;24;PP
23387;1;199;410;128;;1;PP
23387;1;464;1154;539;314;12;ES
23387;2;677;1154;1057;2479;12;ES
23387;2;840;962;287;1379;1;ES
23387;2;988;5172;287;1711;1;ES
23387;3;136;975;1057;2787;12;ES
23387;3;236;918;128;410;1;ES
23387;3;1153;473;539;;12;ES
23230;1;712;332;1082;1331;17;ES
23230;1;742;213;1331;332;17;ES
23230;3;261;809;702;663;17;ES
23230;3;490;129;1197;1271;14;ES
24284;1;15;323;1297;1428;11;ES
24284;1;158;1424;1444;697;16;ES
24284;2;66;509;1228;656;16;ES
24284;2;505;289;5538;1342;11;ES
24284;2;731;274;1322;;11;ES
24284;3;612;323;1297;;11;ES
23277;1;1021;1400;797;852;25;ES
23277;3;561;816;1777;2209;25;ES
23305;1;82;869;1105;;22;ES
23305;1;995;51;696;949;20;ES
23305;1;1075;586;909;1397;22;ES
23305;2;301;2085;738;1218;22;ES
23305;2;378;2254;949;595;39;ES
23305;2;475;1158;1105;;22;ES
23305;2;763;1772;738;2085;22;ES
23305;3;344;1398;382;;20;ES
23305;3;1180;2085;1218;586;22;ES, ENG
23267;1;116;1262;357;303;0;PP
23267;1;1089;334;750;;4;ES
23267;2;273;854;303;188;0;ES
23267;3;1034;1328;2627;744;4;ES
23267;OT1;215;1031;1310;2627;4;ES
23365;1;194;1265;1054;2369;24;ES
23365;1;309;225;36;924;21;ES
23365;1;765;1296;1378;36;21;ES
23365;1;818;2369;646;;24;ES
23365;1;1061;2369;1281;1172;24;PP
23365;2;124;225;922;924;21;PP
23365;2;407;1281;1447;638;24;ES
23365;2;735;1378;630;609;21;ES
23515;1;314;1340;1120;;18;PP
23515;1;371;218;528;877;27;ES
23515;1;613;877;1171;788;27;ES
23515;1;755;300;356;395;18;SH
23515;2;473;218;877;2778;27;ES
23515;2;510;308;2640;;20;ES
23515;2;723;953;1340;300;18;ES
23515;2;1101;1129;838;1175;18;ES
23515;3;553;528;698;1412;18;ES
24266;1;184;467;1026;1662;29;ES
24266;1;845;223;478;1026;7;ES
24266;2;750;392;1376;736;2;ES
24266;2;1147;649;2341;;5;ES
24266;3;99;1170;712;2262;2;ES
24266;3;1169;741;703;1413;5;ES, ENG
24259;1;116;1176;1954;1394;6;ES
24259;1;953;2088;375;2931;7;ES
24259;1;994;6830;10;375;40;ES
24259;1;1189;1954;1305;1010;6;ES
24259;2;476;2525;2942;292;7;ES
24259;3;596;520;1432;1010;6;ES
24259;3;668;522;157;1427;7;ES
24268;2;24;763;2257;946;2;PP
24268;2;96;2550;4698;2095;19;ES
24268;3;533;252;2512;4;43;ES
24268;3;701;2095;618;4698;19;ES
23287;1;208;1869;1319;653;52;ES
23287;1;291;1354;2552;1217;28;ES
23287;1;1096;555;379;;28;SH
23287;2;881;632;5792;2348;28;ES
23287;3;1163;321;632;;28;ES, ENG
24221;1;1028;1294;501;2763;15;ES
24221;2;111;1360;58;;15;SH
24221;2;775;1412;788;698;27;ES
24221;2;925;1284;493;;27;SH
23309;1;554;290;632;379;28;PP
23309;2;310;1028;157;2525;7;ES
23309;2;1013;379;1075;;28;PP
23309;2;1131;632;290;1230;28;ES
23309;3;217;1028;292;;7;ES
23309;3;828;1354;1255;;28;ES
23309;3;880;2088;2931;1464;7;ES
23232;1;200;327;1283;973;14;ES
23232;1;915;1366;1353;;23;PP
23232;2;308;327;1283;129;14;PP
23232;2;463;1353;651;719;23;ES
23232;2;636;327;753;;14;ES
23232;3;485;1803;1173;327;14;ES
23232;3;912;651;699;74;23;ES
23285;1;62;2349;799;1151;10;ES
23285;1;180;799;752;2349;10;ES
23285;1;345;799;196;;10;SH
23285;2;914;2349;752;;10;ES
23285;3;333;1031;1310;;4;PP
23220;1;21;715;865;575;3;ES
23220;1;434;577;865;;3;ES
23220;1;981;1358;822;1081;3;ES
23220;2;144;322;1050;870;13;ES
23220;3;436;130;257;102;3;ES
23220;3;888;446;679;1050;13;ES
23220;3;1010;715;1081;5845;3;PP
23273;1;170;1444;25;697;16;PP
23273;2;38;48;1429;1145;26;ES
23273;2;231;115;206;237;26;ES
23273;2;656;656;1228;;16;ES
23273;2;667;1430;25;656;16;ES
23273;2;815;1994;207;;26;ES
23273;3;50;697;678;1444;16;ES
23273;3;537;6;1669;2363;16;ES
23273;3;683;2384;115;905;26;ES
23273;3;1188;1669;6;;16;ES, ENG
23740;1;1062;289;2938;592;11;ES
23740;3;451;1441;1175;;23;PP
23740;3;762;838;1129;640;18;ES
23740;3;941;1428;1392;274;11;ES
23740;OT1;239;867;1392;161;11;ES
23217;1;298;702;1317;1082;17;PP
23217;1;448;900;690;851;29;PP
23217;1;736;809;702;1082;17;PP
23217;1;788;1331;855;663;17;ES
23217;2;1154;985;116;810;29;ES
24278;1;1029;1116;817;339;20;PP
24278;2;244;2388;772;1339;20;ES
24278;3;140;772;2786;;20;ES
24278;3;409;625;201;2374;10;ES
24278;3;577;2786;1321;545;20;PP
24278;3;688;51;949;1398;20;ES
24278;3;1168;1022;772;817;20;ES
23356;1;845;841;381;294;19;PP
23356;1;864;2095;785;;19;ES
23356;2;283;4698;2095;618;19;ES
23356;2;747;2550;;;19;PP
23356;3;16;1445;1869;1414;8;ES
23356;3;239;616;381;;19;PP
23409;1;288;612;1162;741;5;ES
23409;2;412;649;1027;187;5;ES
23409;2;722;909;1397;2719;22;ES
23409;2;811;1162;481;;5;ES
23409;3;413;893;471;1440;22;PP
23409;3;712;967;471;893;22;ES
23409;OT1;38;478;467;1026;5;ES
24232;1;1023;1300;404;58;15;ES
24232;1;1062;2162;662;;15;ES
24232;2;849;2371;1360;;15;ES
24232;3;284;2251;1081;865;3;ES
24232;3;760;130;2251;;3;ES
23424;1;578;1176;1305;1320;6;ES
23424;1;756;36;924;90;21;PP
23424;1;941;1034;1394;733;6;PP
23424;2;207;1176;1305;1320;6;PP
23424;2;813;398;1143;92;21;ES
23424;2;1062;1954;1176;2481;6;ES
23424;3;87;90;225;36;21;ES
23424;3;445;1176;1305;733;6;PP
23424;3;632;90;225;92;21;ES
23424;3;943;1143;1942;;21;ES
23430;2;417;179;495;128;1;ES
23430;2;1184;410;2950;918;1;ES
23430;3;29;949;1398;382;20;ES
23430;3;207;410;1379;287;1;ES
23630;1;298;1676;1281;1265;57;ES
23630;2;52;1172;2369;1447;24;PP
23630;2;407;1428;2264;153;11;ES
23630;2;558;1265;1447;1054;24;ES
23630;2;927;1443;638;1433;24;ES
23239;1;406;877;493;671;27;ES
23239;1;632;851;985;;29;ES
23239;1;1088;174;900;610;45;ES
23239;2;1136;885;2777;;19;ES
23239;3;352;985;690;851;29;PP
23239;3;598;788;1171;;27;ES
23239;3;669;671;877;493;27;ES
24276;1;736;617;1430;2181;16;ES
24276;3;1190;209;1376;;2;ES
23367;1;399;878;794;1145;26;ES
23367;1;1084;115;237;206;26;ES
23367;2;115;612;741;223;5;ES
23367;3;418;478;2498;;5;ES
23367;3;995;1145;1429;878;26;ES
23452;1;276;1417;841;2095;19;PP
23452;1;347;157;10;689;7;ES
23452;1;804;4698;728;1017;19;ES
23452;2;202;2088;1157;2931;7;ES
23452;2;228;10;157;2525;7;PP
23452;2;1014;1017;785;1065;19;ES
23452;3;126;616;1065;716;19;ES
23466;1;446;2952;962;1379;1;ES
23466;1;954;953;1175;748;18;ES
23466;1;1195;128;179;1711;1;ES
23466;3;815;838;1423;640;18;ES
23466;3;873;1340;300;1426;18;ES
23466;3;1180;1175;1426;;18;ES, ENG
23248;1;55;2088;292;;7;ES
23248;1;425;2096;315;464;13;ES
23248;1;1081;2096;370;628;13;ES
23248;2;424;1007;2942;10;7;ES
23248;2;740;1157;292;2525;7;ES
23248;3;147;1132;1393;512;13;ES
23248;3;220;367;859;2808;13;SH
23248;3;332;2942;1157;2383;7;PP
23248;3;718;1744;870;315;13;PP
23245;1;83;2553;405;726;23;ES
23245;1;1027;1158;1105;853;22;ES
23245;2;335;738;893;909;22;ES
23245;3;861;893;869;;22;PP
24255;1;266;937;657;473;12;ES
24255;1;286;1176;520;1954;6;ES
24255;1;687;314;1043;;12;ES
24255;1;1136;733;590;658;6;ES
24255;2;127;539;314;1043;12;ES
24255;2;256;1034;682;1320;6;ES
24255;3;821;2479;1057;1154;12;ES
24255;3;1027;1131;573;473;12;ES
24255;3;1100;665;1057;1154;12;ES
23304;1;865;5792;1354;379;28;ES
23304;1;891;5792;1354;1075;28;ES
23304;2;126;1328;597;725;4;ES
23304;2;595;1031;2362;;4;ES
23304;2;894;725;1273;2362;4;ES
23304;3;871;1195;1255;895;28;ES
23304;3;1013;2971;725;597;4;ES
23291;1;65;697;1430;678;16;ES
23291;1;734;667;884;1283;14;SH
23291;1;809;697;1228;6;16;PP
23291;2;202;697;25;2181;16;PP
23291;2;363;1430;25;697;16;ES
23291;2;933;753;327;415;14;ES
23291;3;938;327;753;1803;14;ES
23364;2;160;951;82;1108;30;ES
23364;2;196;2512;82;4;43;ES
23364;3;1164;712;220;;2;ES
23318;1;206;1144;2247;2374;10;PP
23318;1;513;2349;2374;1330;10;ES
23318;1;1193;1144;201;98;10;ES
23318;2;827;1285;218;877;32;ES
23318;3;806;1151;2780;1349;10;ES
23269;1;354;551;343;357;0;PP
23269;2;493;797;1280;407;25;PP
23269;2;636;343;2513;188;0;ES
23269;2;1017;343;868;1262;0;PP
23269;2;1047;816;291;;25;ES
23269;3;465;498;343;188;0;ES
23269;3;1051;797;407;629;25;ES
23269;3;1190;357;854;;0;ES, ENG
23283;2;83;866;65;1414;8;PP
23283;2;1055;123;1357;;8;ES
23283;3;706;110;983;811;9;PP
23250;1;745;1328;334;1031;4;PP
23250;1;1001;307;2478;1310;4;ES
23250;2;503;412;1031;1310;4;PP
23250;2;695;2785;315;464;13;ES
23250;3;62;2096;370;628;13;ES
23250;3;864;1393;1050;2785;13;ES
23250;3;888;2627;2971;597;4;ES
23250;3;1193;750;334;1273;4;PP
23238;2;254;817;51;595;20;ES
23238;2;696;610;690;116;29;ES
23238;2;919;690;851;900;29;ES
23238;2;1037;595;1116;817;20;PP
23238;3;396;610;690;988;29;ES
23611;3;96;867;1428;;11;ES
23611;3;888;1054;1433;275;24;PP
23234;1;893;809;663;416;17;ES
23234;3;201;636;1096;;17;ES
23234;3;840;1331;1082;213;17;ES
23234;3;844;91;994;1295;0;ES
23378;1;1166;2779;82;946;30;PP
23378;1;1186;7015;550;1994;26;ES
23378;2;839;2257;1442;1466;30;ES
23330;1;75;1043;1154;314;12;PP
23330;1;149;1043;1154;314;12;ES
23330;1;221;170;657;2491;12;ES
23330;1;333;130;575;2554;3;ES
23330;1;946;279;1043;1154;12;ES
23330;2;508;257;1141;994;25;ES
23330;2;1042;1131;1154;937;12;ES
23330;3;571;1670;577;1141;3;ES
23303;1;885;900;810;610;29;ES
23303;1;898;123;2060;1414;8;ES
23303;2;582;1319;226;200;8;ES
23303;3;294;1348;690;116;29;ES
23303;3;662;1357;866;1449;8;PP
23303;3;1071;866;1319;65;8;ES
23303;3;1099;610;900;810;29;ES
23244;1;1139;1096;213;1331;17;ES
23244;2;196;809;702;1096;17;PP
23244;2;424;1022;817;545;20;ES
23244;3;700;636;1945;416;17;ES
23276;1;491;925;862;178;0;ES
23276;1;777;178;925;;0;ES
23276;2;244;899;670;407;25;PP
23276;2;973;1777;816;;25;ES
23276;3;151;852;670;;25;ES
23276;3;751;407;797;;25;ES
23253;1;578;1366;1353;999;23;ES
23253;1;739;853;471;869;22;PP
23253;1;1003;1286;336;2085;22;ES
23253;2;325;651;405;;23;ES
23253;3;889;1353;651;719;23;ES
23253;3;1151;967;2719;1164;22;PP
23253;OT1;43;853;1105;869;22;ES
23481;1;301;1419;1054;784;24;ES
23481;1;410;646;621;210;24;ES
23481;1;1015;1394;1010;1954;6;ES
23481;3;523;646;210;1265;24;ES
23284;1;796;509;1203;1315;16;ES
23284;1;877;1129;640;838;18;ES
23284;2;94;697;678;1315;16;ES
23284;2;510;1228;1444;656;16;PP
23284;3;118;300;1129;838;18;ES
23459;2;550;662;1300;;15;ES
23459;3;45;478;1413;;5;ES
23459;3;317;467;1162;;29;ES
23459;3;735;1413;1026;187;5;ES
23459;3;886;2482;1360;584;15;ES
23459;3;1014;1214;2790;478;5;ES
23299;1;91;379;1354;1255;28;PP
23299;1;734;570;1197;1283;14;PP
23299;1;851;895;1230;632;28;ES
23299;1;1029;973;1803;570;14;ES
23299;2;684;1195;519;379;28;ES
23299;3;607;290;632;379;28;ES
23299;3;719;1395;632;;28;ES
23299;3;865;321;1230;1395;28;ES
23342;1;1182;695;1982;1233;9;ES
23342;3;153;439;2098;;25;PP
23342;3;432;439;1025;797;25;ES
23342;3;753;952;811;864;9;ES
23342;3;936;1434;1777;816;25;ES
23342;3;949;1334;983;695;9;ES
23498;1;465;1074;1170;579;2;ES
23498;2;705;1074;1053;;2;ES
23498;2;891;225;90;36;21;ES
23578;1;26;1428;867;1297;11;ES
23578;1;262;841;1005;1017;19;ES
23578;1;495;1392;1322;2938;11;SH
23578;1;570;618;1029;841;19;PP
23578;1;611;161;2938;1297;11;ES
23578;1;693;1428;1392;867;11;PP
23578;1;717;1065;716;2550;27;ES
23578;1;898;2938;867;1428;11;PP
23578;2;500;785;1029;1017;19;ES
23578;2;843;1017;1065;1292;19;PP
23578;2;910;785;2095;1417;19;ES
23578;2;1014;1428;867;;11;ES
23578;3;597;841;1292;616;19;PP
23578;3;1192;294;313;1029;19;ES, ENG
23286;1;54;1273;369;725;4;ES
23286;1;145;1408;651;719;23;ES
23286;2;50;104;1353;651;23;ES
23286;2;563;725;202;;4;ES
23286;3;116;307;1310;725;4;ES
23286;3;1179;1031;2627;1310;4;PP, ENG
23286;3;1199;307;248;202;4;ES, ENG
23280;1;1109;1300;780;1360;15;ES
23280;2;16;854;121;2513;0;ES
23280;2;1138;662;2482;2371;15;ES
23280;3;162;343;178;2293;0;ES
23280;3;832;2371;1238;1303;15;PP
23260;1;296;1144;2374;752;10;PP
23260;1;762;1744;628;2096;13;ES
23353;2;403;314;975;1131;12;ES
23353;2;812;951;946;384;30;SH
23353;3;172;1131;1043;;12;PP
23274;1;353;1026;187;1027;5;ES
23274;3;211;1162;612;467;5;ES
23274;3;533;855;1082;332;17;ES
23508;1;60;1028;1157;522;7;ES
23508;3;152;922;548;1942;21;ES
23508;3;556;1942;92;225;21;ES
23508;3;868;225;90;92;21;PP
23511;1;89;220;1074;579;2;ES
23511;1;215;1074;209;920;2;ES
23511;2;444;1320;733;;6;ES
23511;2;781;1377;682;44;6;SH
23511;3;226;1034;1446;;6;ES
23292;1;753;853;893;869;22;PP
23292;1;1092;1151;799;693;10;ES
23292;1;1126;1404;258;752;10;ES
23292;2;810;2955;1144;;10;ES
23292;2;949;2374;1404;752;10;ES
23292;3;78;2085;1286;;22;ES
23292;3;112;2374;799;1330;10;ES
23292;3;518;2349;196;1349;10;ES
24204;1;44;2369;646;;24;ES
24204;1;132;1358;1081;994;3;ES
24204;1;195;784;1443;1265;24;ES
24204;2;340;1172;646;;24;ES
24204;2;698;638;1433;1443;24;ES
24204;3;779;1447;1265;;24;ES
24204;3;801;275;1265;1281;24;ES
24204;3;1030;1419;1054;1265;24;ES
24204;3;1061;994;1358;;3;ES
24204;3;1089;575;257;994;3;ES
23326;1;1183;620;1287;818;9;ES
23326;2;200;570;667;327;14;ES
23326;2;688;327;1803;415;14;ES
23326;2;728;327;753;415;14;ES
23326;3;1023;1283;570;;14;PP
23320;1;518;1426;1120;549;18;ES
23320;1;894;697;1430;25;16;ES
23320;2;666;953;1289;;18;ES
23320;3;381;1129;1289;640;18;PP
23320;3;442;1441;1120;;23;PP
24282;2;109;817;1022;51;20;ES
24282;2;493;2785;512;367;13;ES
24282;3;1152;1393;1744;315;13;ES
24282;3;1190;367;315;;13;ES, ENG
23319;1;120;1171;877;218;27;PP
23319;3;307;1319;123;1869;8;ES
23319;3;410;698;788;671;27;ES
23319;3;502;698;788;671;27;ES
23319;3;825;222;1033;1414;8;ES
23478;1;30;1043;1154;314;12;ES
23478;1;714;279;314;1043;12;ES
24267;1;460;867;2972;161;11;ES
24267;2;453;1434;670;852;25;ES
24267;2;593;1025;1400;;25;ES
24267;2;704;797;852;2098;25;ES
24267;3;1140;670;407;;3;ES, ENG
23310;1;53;290;519;379;28;ES
23310;2;31;555;1217;1255;28;PP
23310;2;151;48;72;2484;26;ES
23310;2;862;794;72;175;26;ES
23310;3;611;2384;175;48;26;ES
23310;3;782;639;321;1075;28;ES
23310;OT1;262;290;632;;28;ES
23581;1;90;58;404;1238;15;ES
23581;1;1157;1303;1238;58;15;ES
23581;2;390;2763;694;662;15;PP
23581;2;638;1238;2371;;15;ES
24238;1;120;877;698;;27;ES
24238;1;802;327;1173;608;14;ES
24238;2;493;698;877;671;27;ES
24238;2;1067;1412;1285;2788;27;ES
24238;3;74;671;2466;;27;ES
24238;3;999;1803;2483;1840;14;ES
24238;3;1137;753;327;973;14;ES
23594;2;668;313;845;;19;ES
23594;2;1176;1954;1305;1320;6;ES
23594;3;9;1034;44;1394;6;ES
23594;3;957;733;1954;1305;6;ES
23329;1;162;1158;853;869;22;ES
23329;1;695;1286;471;2085;22;ES
23329;1;855;5792;731;;28;ES
23329;2;117;321;639;182;28;ES
23329;2;983;738;967;1105;22;ES
23329;2;1022;1195;555;379;28;ES
23329;2;1131;738;869;;22;PP
23329;3;194;1164;738;967;22;ES
23329;3;423;967;1164;586;22;ES
23431;1;268;1108;1894;2933;30;ES
23431;2;416;994;91;575;3;ES
23431;2;697;2257;723;45;30;ES
23374;1;800;1022;696;;20;ES
23374;1;919;382;1116;772;20;ES
23374;2;488;1116;1398;;20;ES
23374;2;1176;595;1022;949;20;ES
23374;3;295;595;772;1097;20;ES
23374;3;584;339;817;545;20;ES
23374;3;672;1321;51;;20;ES
23374;3;750;545;696;;20;ES
23374;3;924;223;478;481;7;ES
23788;1;163;131;1359;1143;21;ES
23788;1;201;199;924;;21;ES
23788;1;977;549;953;;18;ES
23788;1;1184;630;1359;398;21;ES
23788;3;448;92;1143;131;21;ES
23317;1;18;479;512;870;13;ES
23317;1;391;646;2369;621;24;ES
23317;1;934;1132;1393;322;13;ES
23317;2;168;479;1050;2785;13;ES
23317;2;239;446;1744;;13;ES
23317;2;531;297;646;210;24;ES
23317;2;1005;2369;1172;1281;24;ES
23317;2;1068;628;512;870;13;ES
23317;2;1153;1054;1447;;24;ES
23317;3;810;1172;646;2369;24;ES
23317;3;870;1433;275;2369;24;ES
23300;1;473;2661;1006;200;52;ES
23300;1;692;416;1082;636;17;ES
23300;1;731;866;1207;1449;8;PP
23300;2;200;866;65;1207;8;ES
23300;3;845;1449;1207;65;8;PP
23289;3;973;760;1233;110;9;ES
23289;3;1167;110;952;864;9;ES, ENG
23316;1;62;1945;663;416;42;ES
23316;1;315;1082;2366;809;17;PP
23316;1;585;1096;636;;17;ES
23316;1;900;416;663;213;17;ES
23316;2;430;739;2778;1261;27;ES
23316;2;878;213;663;;17;ES
23316;3;173;663;702;1082;17;ES
23316;3;562;702;213;809;17;PP
23316;3;653;663;416;2387;17;ES
23298;1;956;258;1404;1144;10;ES
23298;2;330;258;1144;2374;10;ES
23298;2;502;689;1028;2088;7;SH
23298;2;1167;2374;1144;2349;10;PP
23298;3;200;157;522;1157;7;ES
23298;3;544;2620;201;2955;10;ES
23298;3;841;1144;258;1404;10;ES
23298;3;928;10;2088;2525;7;ES
23313;1;209;1434;439;;25;ES
23313;1;455;915;681;353;20;ES
23313;1;1036;198;852;899;25;ES
23313;1;1173;851;353;690;29;PP
23313;2;448;439;899;1777;25;PP
23313;3;642;690;851;985;29;PP
23313;3;984;690;985;900;29;ES
23312;2;574;1203;697;1444;16;ES
23312;2;1069;1351;25;718;16;ES
23312;2;1180;2513;303;854;0;PP
23312;3;321;1307;2513;862;0;PP
23312;3;637;272;303;498;0;ES
23484;1;96;1286;853;869;22;PP
23484;1;450;869;317;1158;22;ES
23484;1;880;646;2369;1172;24;ES
23484;2;382;1433;1443;;24;ES
23484;2;547;1419;638;1447;24;ES
23484;2;704;1164;967;2085;22;PP
23484;3;245;1419;638;1447;24;ES
23859;1;972;2262;1170;209;2;ES
23859;2;343;209;920;1859;2;ES
23859;2;464;209;1170;1248;2;ES
23859;2;689;220;1248;579;2;ES
23859;2;1140;220;832;;2;ES
23859;3;596;274;468;289;11;ES
23859;3;933;592;867;2264;11;PP
23341;2;354;202;725;;4;ES
23341;2;1181;1031;1328;412;4;ES
23341;3;141;334;750;2627;4;ES
23341;3;261;1310;750;334;4;ES
23341;3;556;2627;750;1328;4;ES
23341;3;860;760;1233;818;9;ES
23341;3;1006;307;725;369;4;ES
23341;3;1119;1273;1310;307;4;ES
23341;3;1132;760;1719;38;9;ES
23505;1;115;962;204;495;1;ES
23505;1;396;1129;838;640;18;ES
23505;2;378;838;1129;;18;PP
23505;3;1037;549;1120;;18;ES
23505;3;1157;838;640;;18;PP, ENG
23294;1;796;206;72;794;26;PP
23294;1;1106;719;651;2553;23;PP
23294;2;178;1429;115;2065;26;ES
23294;3;298;775;2553;651;23;ES
23381;1;213;1283;1197;753;14;ES
23381;1;529;667;570;;14;ES
23381;1;855;1173;943;1283;14;ES
23381;1;964;973;2483;608;14;ES
23381;2;666;570;943;1283;14;ES
23381;2;870;1207;1869;65;8;ES
23381;2;974;226;1006;1357;8;ES
23381;3;516;200;1357;1006;8;ES
23323;2;215;1132;1744;1393;13;ES
23323;3;278;665;1043;1154;12;PP
23323;3;502;512;2096;315;13;ES
23323;3;649;2479;1057;;12;ES
23420;1;80;1435;780;1300;15;ES
23420;1;1133;2933;723;384;30;ES
23314;1;1023;157;522;;7;PP
23314;2;230;632;2552;;28;PP
23314;2;612;1075;632;290;28;ES
23314;2;802;555;1217;182;28;ES
23314;3;186;519;379;;28;ES
23314;3;533;1157;157;689;7;PP
23314;3;1177;522;10;1007;7;ES
23308;1;26;693;1151;625;10;ES
23308;1;636;1323;51;595;20;ES
23308;1;731;1349;625;2247;14;ES
23308;2;921;258;752;2374;10;ES
23308;3;313;258;2374;;10;ES
23308;3;1181;1349;2955;1330;14;ES
23345;1;449;407;797;670;25;PP
23345;1;753;629;198;852;25;ES
23345;1;1101;1777;1400;816;25;ES
23345;2;383;816;2964;1777;25;ES
23345;2;1177;797;291;1434;25;ES
23345;3;438;2479;665;1057;12;ES
23402;1;694;2777;474;353;29;ES
23402;1;1157;690;353;1208;29;PP
23402;1;1195;1284;218;788;27;ES
23402;2;67;1171;698;788;27;PP
23402;2;981;851;116;690;29;ES
23288;1;761;323;2938;1428;11;ES
23288;1;1166;364;775;405;23;ES
23288;2;975;999;304;104;23;ES
23288;3;209;719;2553;651;23;PP
23288;3;1172;999;304;651;23;ES, ENG
23347;1;874;290;1217;632;28;ES
23347;2;384;555;379;895;28;ES
23347;2;408;1360;1390;;15;ES
23347;2;1018;1217;1195;379;28;ES
23579;1;175;1358;715;91;3;PP
23579;1;757;91;865;1081;0;ES
23579;1;1183;994;1358;;3;ES
23579;2;1186;838;2849;1441;18;ES
23579;3;1163;130;575;;3;ES, ENG
23474;1;179;2384;237;905;26;ES
23474;1;343;72;794;550;26;PP
23474;1;650;841;1017;294;19;ES
23474;1;681;878;2065;1429;26;ES
23474;1;822;237;72;794;26;ES
23474;2;675;841;616;294;19;PP
23474;2;692;237;72;1308;26;SH
23474;2;780;1329;1292;2095;61;ES
23474;3;621;728;381;;19;ES
23474;3;662;1017;1029;616;19;ES
23474;3;690;905;2065;206;26;SH
23474;3;979;381;1017;294;19;PP
23474;3;1076;48;2065;;26;ES
23474;3;1146;115;1429;905;26;ES, ENG
23495;1;1082;22;398;1942;21;ES
23495;2;395;621;589;2369;24;ES
23495;2;915;1942;1143;131;21;ES
23495;3;64;638;1676;1433;24;ES
23495;3;763;1041;1359;398;21;ES
23495;3;1174;1419;621;2945;24;SH
23306;1;306;1444;1203;697;16;ES
23306;1;905;1082;213;1331;17;ES
23306;2;355;617;678;1444;16;ES
