Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
28756;1021;15;0;0;0;0;.00nan;0;0
28756;1128;15;95;30;0;30;1.000;3600000;0
28756;1355;2;97;46;2;44;.957;3557000;0
28757;277;10;0;0;0;0;.00nan;0;0
28757;295;24;74;48;5;43;.896;3600000;0
28757;691;10;75;24;1;23;.958;3600000;0
28757;812;24;0;0;0;0;.00nan;0;0
28767;734;2;0;0;0;0;.00nan;0;0
28767;1021;15;0;0;0;0;.00nan;0;0
28767;1128;15;51;25;3;22;.880;3600000;0
28767;1355;2;81;55;6;49;.891;3600000;0
28768;277;10;0;0;0;0;.00nan;0;0
28768;691;10;71;24;2;22;.917;3600000;0
28768;1021;15;0;0;0;0;.00nan;0;0
28768;1128;15;72;43;5;38;.884;3600000;0
28769;277;10;0;0;0;0;.00nan;0;0
28769;691;10;100;24;0;24;1.000;3600000;0
28769;1021;15;0;0;0;0;.00nan;0;0
28769;1128;15;87;30;1;29;.967;3578000;0
28770;277;10;0;0;0;0;.00nan;0;0
28770;691;10;84;28;1;27;.964;3600000;0
28770;1021;15;0;0;0;0;.00nan;0;0
28770;1128;15;68;29;2;27;.931;3600000;0
28771;277;10;0;0;0;0;.00nan;0;0
28771;691;10;63;27;3;24;.889;3600000;0
28771;1021;15;0;0;0;0;.00nan;0;0
28771;1128;15;28;29;6;23;.793;3600000;0
24509;2033;51;87;24;1;23;.958;3600000;0
24509;2035;32;60;41;5;36;.878;3600000;0
24509;2458;32;0;0;0;0;.00nan;0;0
24509;2940;51;0;0;0;0;.00nan;0;0
24515;35;59;83;35;2;33;.943;3900000;0
24515;2598;50;98;43;2;41;.953;3900000;0
24515;2670;59;0;0;0;0;.00nan;0;0
24515;5398;50;0;0;0;0;.00nan;0;0
24506;771;34;38;25;5;20;.800;3545000;0
24506;1002;34;0;0;0;0;.00nan;0;0
24506;1911;31;56;30;4;26;.867;3600000;0
24506;2936;31;0;0;0;0;.00nan;0;0
24536;281;57;100;36;0;36;1.000;3600000;0
24536;427;54;0;0;0;0;.00nan;0;0
24536;1875;37;25;5;3;2;.400;381000;0
24536;2591;37;48;37;5;32;.865;3219000;0
24546;1865;61;54;38;5;33;.868;3546000;0
24546;1890;61;0;0;0;0;.00nan;0;0
24546;2840;46;68;36;3;33;.917;3600000;0
24546;4916;46;0;0;0;0;.00nan;0;0
24551;430;56;64;20;2;18;.900;3600000;0
24551;2081;56;0;0;0;0;.00nan;0;0
24551;2641;48;48;29;4;25;.862;3548000;0
24551;4977;48;0;0;0;0;.00nan;0;0
24539;534;38;0;0;0;0;.00nan;0;0
24539;1040;49;75;48;4;44;.917;3789000;0
24539;4968;41;47;34;5;29;.853;3789000;0
24539;6353;41;0;0;0;0;.00nan;0;0
24578;2246;42;72;26;2;24;.923;3900000;0
24578;2615;40;0;0;0;0;.00nan;0;0
24578;2878;42;0;0;0;0;.00nan;0;0
24578;2954;40;100;49;2;47;.959;3900000;0
24498;1016;33;63;29;3;26;.897;3550000;0
24498;2192;60;67;21;1;20;.952;3600000;0
24498;2654;60;0;0;0;0;.00nan;0;0
24498;3987;33;0;0;0;0;.00nan;0;0
24501;691;10;100;31;0;31;1.000;3600000;0
24501;1279;49;70;21;1;20;.952;3569000;0
24501;2273;49;0;0;0;0;.00nan;0;0
24501;2538;53;0;0;0;0;.00nan;0;0
24502;1234;39;77;20;1;19;.950;2718000;0
24502;1901;39;16;8;4;4;.500;882000;0
24502;2079;44;0;0;0;0;.00nan;0;0
24502;2916;44;87;34;2;32;.941;3600000;0
24505;578;36;63;22;3;19;.864;3559000;0
24505;599;36;0;0;0;0;.00nan;0;0
24505;907;57;77;27;1;26;.963;3600000;0
24505;1694;57;0;0;0;0;.00nan;0;0
24504;1820;58;0;0;0;0;.00nan;0;0
24504;1934;45;0;0;0;0;.00nan;0;0
24504;2532;58;73;39;3;36;.923;3600000;0
24504;2834;29;59;38;4;34;.895;3563000;0
24611;35;59;0;0;0;0;.00nan;0;0
24611;2246;42;0;0;0;0;.00nan;0;0
24611;2670;59;92;48;3;45;.938;3711000;0
24611;2878;42;64;25;2;23;.920;3711000;0
24581;2598;50;0;0;0;0;.00nan;0;0
24581;2840;46;0;0;0;0;.00nan;0;0
24581;4916;46;58;25;2;23;.920;3600000;0
24581;5398;50;38;30;5;25;.833;3600000;0
24500;281;57;99;42;2;40;.952;3600000;0
24500;427;54;0;0;0;0;.00nan;0;0
24500;1204;43;20;21;6;15;.714;3600000;0
24500;1988;43;0;0;0;0;.00nan;0;0
24544;534;38;50;31;4;27;.871;3550000;0
24544;578;36;0;0;0;0;.00nan;0;0
24544;599;36;60;29;3;26;.897;3600000;0
24544;1040;49;0;0;0;0;.00nan;0;0
24499;771;34;0;0;0;0;.00nan;0;0
24499;1002;34;47;29;5;24;.828;3600000;0
24499;2192;60;0;0;0;0;.00nan;0;0
24499;2654;60;77;26;2;24;.923;3600000;0
24507;2033;51;0;0;0;0;.00nan;0;0
24507;2079;44;38;25;5;20;.800;3600000;0
24507;2916;44;0;0;0;0;.00nan;0;0
24507;2940;51;84;41;4;37;.902;3600000;0
24548;691;10;100;33;0;33;1.000;3600000;0
24548;2538;53;0;0;0;0;.00nan;0;0
24548;4839;54;0;0;0;0;.00nan;0;0
24548;7142;54;63;36;4;32;.889;3600000;0
24893;401;47;0;0;0;0;.00nan;0;0
24893;1016;33;0;0;0;0;.00nan;0;0
24893;1060;47;77;29;2;27;.931;3541000;0
24893;3987;33;77;29;1;28;.966;3600000;0
24511;1820;58;70;36;4;32;.889;3714000;0
24511;2035;32;0;0;0;0;.00nan;0;0
24511;2458;32;69;40;5;35;.875;3714000;0
24511;2532;58;0;0;0;0;.00nan;0;0
24508;1875;37;29;19;6;13;.684;1512000;0
24508;2591;37;32;19;4;15;.789;2088000;0
24508;2615;40;100;33;0;33;1.000;3600000;0
24508;2954;40;0;0;0;0;.00nan;0;0
24510;692;35;0;0;0;0;.00nan;0;0
24510;769;35;90;28;1;27;.964;3600000;0
24510;1911;31;0;0;0;0;.00nan;0;0
24510;2936;31;61;26;2;24;.923;3600000;0
24517;1234;39;0;0;0;0;.00nan;0;0
24517;1311;55;100;21;0;21;1.000;3600000;0
24517;1901;39;72;29;2;27;.931;3546000;0
24517;1971;55;0;0;0;0;.00nan;0;0
24514;907;57;0;0;0;0;.00nan;0;0
24514;1279;49;0;0;0;0;.00nan;0;0
24514;1694;57;58;35;4;31;.886;3543000;0
24514;2273;49;82;39;3;36;.923;3600000;0
24555;692;35;98;51;1;50;.980;3586000;0
24555;769;35;0;0;0;0;.00nan;0;0
24555;2641;48;0;0;0;0;.00nan;0;0
24555;4977;48;99;25;0;25;1.000;3600000;0
24728;401;47;73;41;3;38;.927;3581000;0
24728;1060;47;0;0;0;0;.00nan;0;0
24728;4839;54;77;24;1;23;.958;3600000;0
24728;7142;54;0;0;0;0;.00nan;0;0
24564;1204;43;0;0;0;0;.00nan;0;0
24564;1988;43;54;28;3;25;.893;3524000;0
24564;4968;41;0;0;0;0;.00nan;0;0
24564;6353;41;94;36;1;35;.972;3600000;0
24519;430;56;73;28;2;26;.929;3600000;0
24519;1865;61;75;34;3;31;.912;3588000;0
24519;1890;61;0;0;0;0;.00nan;0;0
24519;2081;56;0;0;0;0;.00nan;0;0
24538;1234;39;71;37;3;34;.919;3646000;0
24538;1901;39;0;0;0;0;.00nan;0;0
24538;2615;40;64;31;4;27;.871;3646000;0
24538;2954;40;0;0;0;0;.00nan;0;0
25626;578;36;72;21;2;19;.905;3600000;0
25626;599;36;0;0;0;0;.00nan;0;0
25626;2641;48;0;0;0;0;.00nan;0;0
25626;4977;48;57;34;4;30;.882;3588000;0
24516;907;57;100;30;0;30;1.000;3600000;0
24516;1016;33;90;31;1;30;.968;3574000;0
24516;1694;57;0;0;0;0;.00nan;0;0
24516;3987;33;0;0;0;0;.00nan;0;0
25607;534;38;76;20;1;19;.950;3600000;0
25607;1040;49;0;0;0;0;.00nan;0;0
25607;2079;44;49;19;2;17;.895;3560000;0
25607;2916;44;0;0;0;0;.00nan;0;0
24522;281;57;49;35;6;29;.829;3549000;0
24522;427;54;50;0;0;0;.00nan;15000;0
24522;771;34;42;27;5;22;.815;3600000;0
24522;1002;34;0;0;0;0;.00nan;0;0
24569;1311;55;88;32;3;29;.906;3600000;0
24569;1875;37;0;0;0;0;.00nan;0;0
24569;1971;55;0;0;0;0;.00nan;0;0
24569;2591;37;34;42;7;35;.833;3600000;0
25610;430;56;0;0;0;0;.00nan;0;0
25610;2081;56;47;31;5;26;.839;3600000;0
25610;2840;46;100;21;0;21;1.000;3600000;0
25610;4916;46;0;0;0;0;.00nan;0;0
24668;578;36;0;0;0;0;.00nan;0;0
24668;599;36;73;25;1;24;.960;3600000;0
24668;2598;50;57;34;4;30;.882;3600000;0
24668;5398;50;0;0;0;0;.00nan;0;0
24567;1016;33;0;0;0;0;.00nan;0;0
24567;2615;40;0;0;0;0;.00nan;0;0
24567;2954;40;45;25;4;21;.840;3600000;0
24567;3987;33;78;30;2;28;.933;3600000;0
24561;1279;49;0;0;0;0;.00nan;0;0
24561;1875;37;32;27;6;21;.778;1715000;0
24561;2273;49;66;31;4;27;.871;3600000;0
24561;2591;37;26;13;4;9;.692;1885000;0
24907;1911;31;64;35;4;31;.886;3518000;0
24907;2840;46;0;0;0;0;.00nan;0;0
24907;2936;31;0;0;0;0;.00nan;0;0
24907;4916;46;66;25;2;23;.920;3600000;0
24574;1311;55;0;0;0;0;.00nan;0;0
24574;1971;55;78;22;1;21;.955;3600000;0
24574;4968;41;57;23;2;21;.913;3544000;0
24574;6353;41;0;0;0;0;.00nan;0;0
24503;2192;60;52;22;3;19;.864;3600000;0
24503;2246;42;47;32;5;27;.844;3211000;0
24503;2654;60;0;0;0;0;.00nan;0;0
24503;2878;42;49;1;0;1;1.000;320000;0
24526;1204;43;89;50;4;46;.920;3600000;0
24526;1234;39;0;0;0;0;.00nan;0;0
24526;1901;39;50;40;5;35;.875;3600000;0
24526;1988;43;0;0;0;0;.00nan;0;0
24520;907;57;17;31;7;24;.774;3539000;0
24520;1694;57;49;1;0;1;1.000;61000;0
24520;4839;54;0;0;0;0;.00nan;0;0
24520;7142;54;91;36;2;34;.944;3600000;0
24535;692;35;61;36;5;31;.861;3600000;0
24535;769;35;0;0;0;0;.00nan;0;0
24535;1934;45;50;0;0;0;.00nan;16000;0
24535;2834;29;49;33;6;27;.818;3578000;0
24534;401;47;0;0;0;0;.00nan;0;0
24534;1060;47;71;36;3;33;.917;3600000;0
24534;2079;44;0;0;0;0;.00nan;0;0
24534;2916;44;51;26;4;22;.846;3554000;0
24512;771;34;0;0;0;0;.00nan;0;0
24512;1002;34;71;38;3;35;.921;3900000;0
24512;1865;61;84;33;3;30;.909;3900000;0
24512;1890;61;0;0;0;0;.00nan;0;0
24518;35;59;72;36;3;33;.917;3600000;0
24518;1820;58;0;0;0;0;.00nan;0;0
24518;2532;58;45;28;4;24;.857;3543000;0
24518;2670;59;0;0;0;0;.00nan;0;0
24537;281;57;0;0;0;0;.00nan;0;0
24537;427;54;66;30;3;27;.900;3578000;0
24537;2033;51;68;19;1;18;.947;3600000;0
24537;2940;51;0;0;0;0;.00nan;0;0
24560;430;56;0;0;0;0;.00nan;0;0
24560;2081;56;89;49;4;45;.918;3600000;0
24560;2192;60;61;15;1;14;.933;3600000;0
24560;2654;60;0;0;0;0;.00nan;0;0
24757;2598;50;0;0;0;0;.00nan;0;0
24757;4839;54;88;40;2;38;.950;3900000;0
24757;5398;50;96;43;2;41;.953;3900000;0
24757;7142;54;0;0;0;0;.00nan;0;0
24531;1279;49;89;41;3;38;.927;3579000;0
24531;2273;49;0;0;0;0;.00nan;0;0
24531;4968;41;0;0;0;0;.00nan;0;0
24531;6353;41;79;26;2;24;.923;3600000;0
24513;1865;61;0;0;0;0;.00nan;0;0
24513;1890;61;91;29;1;28;.966;3600000;0
24513;2035;32;0;0;0;0;.00nan;0;0
24513;2458;32;62;31;3;28;.903;3600000;0
24562;2033;51;0;0;0;0;.00nan;0;0
24562;2641;48;50;19;3;16;.842;3600000;0
24562;2940;51;68;40;4;36;.900;3583000;0
24562;4977;48;0;0;0;0;.00nan;0;0
24521;691;10;37;33;6;27;.818;3600000;0
24521;1820;58;0;0;0;0;.00nan;0;0
24521;2532;58;83;47;3;44;.936;3600000;0
24521;2538;53;0;0;0;0;.00nan;0;0
24523;35;59;81;45;3;42;.933;3600000;0
24523;1911;31;53;33;4;29;.879;3581000;0
24523;2670;59;0;0;0;0;.00nan;0;0
24523;2936;31;0;0;0;0;.00nan;0;0
25641;281;57;93;35;1;34;.971;3600000;0
25641;427;54;0;0;0;0;.00nan;0;0
25641;2840;46;67;43;5;38;.884;3600000;0
25641;4916;46;0;0;0;0;.00nan;0;0
24524;1202;37;0;0;0;0;.00nan;0;0
24524;1875;37;50;18;3;15;.833;3600000;0
24524;2035;32;75;53;5;48;.906;3600000;0
24524;2458;32;0;0;0;0;.00nan;0;0
24598;578;36;0;0;0;0;.00nan;0;0
24598;599;36;91;22;0;22;1.000;3600000;0
24598;2246;42;88;37;2;35;.946;3544000;0
24598;2878;42;0;0;0;0;.00nan;0;0
24547;401;47;0;0;0;0;.00nan;0;0
24547;534;38;67;15;1;14;.933;3600000;0
24547;1040;49;0;0;0;0;.00nan;0;0
24547;1060;47;68;36;3;33;.917;3579000;0
24605;1934;45;60;34;4;30;.882;3900000;0
24605;2641;48;0;0;0;0;.00nan;0;0
24605;2834;29;0;0;0;0;.00nan;0;0
24605;4977;48;94;48;4;44;.917;3900000;0
24532;771;34;84;48;3;45;.938;3600000;0
24532;907;57;0;0;0;0;.00nan;0;0
24532;1002;34;0;0;0;0;.00nan;0;0
24532;1694;57;88;22;0;22;1.000;3600000;0
24577;1204;43;0;0;0;0;.00nan;0;0
24577;1311;55;67;37;4;33;.892;3555000;0
24577;1971;55;0;0;0;0;.00nan;0;0
24577;1988;43;85;35;2;33;.943;3600000;0
24836;430;56;78;37;3;34;.919;3669000;0
24836;2081;56;0;0;0;0;.00nan;0;0
24836;4839;54;0;0;0;0;.00nan;0;0
24836;7142;54;51;31;4;27;.871;3669000;0
24527;1820;58;100;36;1;35;.972;3600000;0
24527;2033;51;62;37;5;32;.865;3600000;0
24527;2532;58;0;0;0;0;.00nan;0;0
24527;2940;51;0;0;0;0;.00nan;0;0
24528;692;35;0;0;0;0;.00nan;0;0
24528;769;35;100;53;1;52;.981;3600000;0
24528;1865;61;39;28;6;22;.786;3600000;0
24528;1890;61;0;0;0;0;.00nan;0;0
24579;1016;33;98;40;2;38;.950;3545000;0
24579;2615;40;89;27;1;26;.963;3600000;0
24579;2954;40;0;0;0;0;.00nan;0;0
24579;3987;33;0;0;0;0;.00nan;0;0
25167;907;57;0;0;0;0;.00nan;0;0
25167;1202;37;84;30;2;28;.933;3900000;0
25167;1694;57;62;24;2;22;.917;3900000;0
25167;1875;37;0;0;0;0;.00nan;0;0
24563;401;47;75;30;2;28;.933;3600000;0
24563;534;38;0;0;0;0;.00nan;0;0
24563;1040;49;60;32;3;29;.906;3551000;0
24563;1060;47;0;0;0;0;.00nan;0;0
24550;691;10;0;0;0;0;.00nan;0;0
24550;771;34;0;0;0;0;.00nan;0;0
24550;1002;34;82;29;2;27;.931;3900000;0
24550;2538;53;57;21;2;19;.905;3900000;0
24559;1234;39;56;25;4;21;.840;3600000;0
24559;1901;39;0;0;0;0;.00nan;0;0
24559;2192;60;61;33;5;28;.848;3600000;0
24559;2654;60;0;0;0;0;.00nan;0;0
24650;35;59;0;0;0;0;.00nan;0;0
24650;578;36;0;0;0;0;.00nan;0;0
24650;599;36;79;19;1;18;.947;3600000;0
24650;2670;59;87;41;2;39;.951;3575000;0
24529;1204;43;88;35;1;34;.971;3600000;0
24529;1911;31;0;0;0;0;.00nan;0;0
24529;1988;43;0;0;0;0;.00nan;0;0
24529;2936;31;73;33;3;30;.909;3592000;0
24566;1279;49;91;39;3;36;.923;3900000;0
24566;2273;49;0;0;0;0;.00nan;0;0
24566;4968;41;55;24;3;21;.875;3900000;0
24566;6353;41;0;0;0;0;.00nan;0;0
24684;2035;32;0;0;0;0;.00nan;0;0
24684;2458;32;98;47;2;45;.957;3900000;0
24684;2840;46;0;0;0;0;.00nan;0;0
24684;4916;46;71;25;2;23;.920;3900000;0
24632;2246;42;94;36;1;35;.972;3579000;0
24632;2641;48;100;23;0;23;1.000;3600000;0
24632;2878;42;0;0;0;0;.00nan;0;0
24632;4977;48;0;0;0;0;.00nan;0;0
25620;1279;49;0;0;0;0;.00nan;0;0
25620;1934;45;0;0;0;0;.00nan;0;0
25620;2273;49;52;41;5;36;.878;3600000;0
25620;2834;29;63;20;1;19;.950;3600000;0
25633;1016;33;0;0;0;0;.00nan;0;0
25633;2192;60;0;0;0;0;.00nan;0;0
25633;2654;60;85;16;0;16;1.000;3600000;0
25633;3987;33;70;33;3;30;.909;3600000;0
24541;281;57;0;0;0;0;.00nan;0;0
24541;427;54;45;25;4;21;.840;3600000;0
24541;692;35;43;30;5;25;.833;3597000;0
24541;769;35;0;0;0;0;.00nan;0;0
24558;2079;44;0;0;0;0;.00nan;0;0
24558;2598;50;73;32;3;29;.906;3525000;0
24558;2916;44;95;36;1;35;.972;3600000;0
24558;5398;50;0;0;0;0;.00nan;0;0
24571;534;38;74;26;2;24;.923;3600000;0
24571;1040;49;0;0;0;0;.00nan;0;0
24571;2079;44;70;39;3;36;.923;3551000;0
24571;2916;44;0;0;0;0;.00nan;0;0
25654;1911;31;47;33;5;28;.848;3600000;0
25654;2033;51;81;25;1;24;.960;3600000;0
25654;2936;31;0;0;0;0;.00nan;0;0
25654;2940;51;0;0;0;0;.00nan;0;0
24623;691;10;100;24;0;24;1.000;3900000;0
24623;1934;45;97;33;0;33;1.000;3900000;0
24623;2538;53;0;0;0;0;.00nan;0;0
24623;2834;29;0;0;0;0;.00nan;0;0
25642;1311;55;69;24;2;22;.917;3600000;0
25642;1971;55;0;0;0;0;.00nan;0;0
25642;2035;32;88;41;3;38;.927;3587000;0
25642;2458;32;0;0;0;0;.00nan;0;0
25598;1234;39;0;0;0;0;.00nan;0;0
25598;1901;39;99;37;1;36;.973;3600000;0
25598;2246;42;98;30;1;29;.967;2873000;0
25598;2878;42;30;15;4;11;.733;727000;0
24636;534;38;0;0;0;0;.00nan;0;0
24636;1040;49;68;43;5;38;.884;3883000;0
24636;2598;50;0;0;0;0;.00nan;0;0
24636;5398;50;55;29;4;25;.862;3883000;0
24609;430;56;0;0;0;0;.00nan;0;0
24609;1204;43;55;28;4;24;.857;3527000;0
24609;1988;43;0;0;0;0;.00nan;0;0
24609;2081;56;83;31;2;29;.935;3600000;0
24540;281;57;0;0;0;0;.00nan;0;0
24540;427;54;66;23;2;21;.913;3600000;0
24540;907;57;75;37;4;33;.892;3513000;0
24540;1694;57;0;0;0;0;.00nan;0;0
24552;401;47;0;0;0;0;.00nan;0;0
24552;1060;47;66;39;5;34;.872;3786000;0
24552;1820;58;0;0;0;0;.00nan;0;0
24552;2532;58;54;36;4;32;.889;3786000;0
24570;692;35;100;34;0;34;1.000;3600000;0
24570;769;35;0;0;0;0;.00nan;0;0
24570;2840;46;58;31;3;28;.903;3600000;0
24570;4916;46;0;0;0;0;.00nan;0;0
24662;1865;61;73;39;4;35;.897;3900000;0
24662;1890;61;0;0;0;0;.00nan;0;0
24662;4839;54;0;0;0;0;.00nan;0;0
24662;7142;54;65;28;4;24;.857;3900000;0
24530;35;59;65;22;2;20;.909;3600000;0
24530;907;57;47;9;2;7;.778;1352000;0
24530;1694;57;24;28;7;21;.750;2248000;0
24530;2670;59;0;0;0;0;.00nan;0;0
24583;771;34;0;0;0;0;.00nan;0;0
24583;1002;34;63;29;4;25;.862;3600000;0
24583;2615;40;28;28;6;22;.786;2788000;0
24583;2954;40;60;9;0;9;1.000;749000;0
24773;2035;32;0;0;0;0;.00nan;0;0
24773;2246;42;71;31;3;28;.903;3730000;0
24773;2458;32;95;52;2;50;.962;3730000;0
24773;2878;42;0;0;0;0;.00nan;0;0
24703;691;10;62;24;3;21;.875;3900000;0
24703;2538;53;0;0;0;0;.00nan;0;0
24703;2598;50;67;29;3;26;.897;3900000;0
24703;5398;50;0;0;0;0;.00nan;0;0
24576;2192;60;0;0;0;0;.00nan;0;0
24576;2654;60;20;18;5;13;.722;3593000;0
24576;4968;41;0;0;0;0;.00nan;0;0
24576;6353;41;60;31;4;27;.871;3600000;0
24575;1204;43;0;0;0;0;.00nan;0;0
24575;1279;49;74;27;2;25;.926;3600000;0
24575;1988;43;74;37;3;34;.919;3600000;0
24575;2273;49;0;0;0;0;.00nan;0;0
24553;1820;58;93;44;3;41;.932;3544000;0
24553;1934;45;69;22;2;20;.909;3600000;0
24553;2532;58;0;0;0;0;.00nan;0;0
24553;2834;29;0;0;0;0;.00nan;0;0
24599;1234;39;79;29;1;28;.966;3600000;0
24599;1901;39;0;0;0;0;.00nan;0;0
24599;2641;48;75;39;3;36;.923;3556000;0
24599;4977;48;0;0;0;0;.00nan;0;0
24673;430;56;90;34;1;33;.971;3600000;0
24673;2079;44;0;0;0;0;.00nan;0;0
24673;2081;56;0;0;0;0;.00nan;0;0
24673;2916;44;32;15;4;11;.733;3600000;0
24616;578;36;35;24;5;19;.792;3550000;0
24616;599;36;0;0;0;0;.00nan;0;0
24616;1311;55;64;32;4;28;.875;3600000;0
24616;1971;55;0;0;0;0;.00nan;0;0
24596;401;47;62;17;2;15;.882;3600000;0
24596;1060;47;0;0;0;0;.00nan;0;0
24596;1911;31;0;0;0;0;.00nan;0;0
24596;2936;31;73;45;5;40;.889;3600000;0
24693;1202;37;0;0;0;0;.00nan;0;0
24693;1875;37;64;25;3;22;.880;3541000;0
24693;4839;54;83;34;2;32;.941;3600000;0
24693;7142;54;0;0;0;0;.00nan;0;0
24584;2033;51;0;0;0;0;.00nan;0;0
24584;2840;46;0;0;0;0;.00nan;0;0
24584;2940;51;98;47;3;44;.936;3600000;0
24584;4916;46;30;23;5;18;.783;3511000;0
24557;673;35;0;0;0;0;.00nan;0;0
24557;692;35;76;25;1;24;.960;3600000;0
24557;771;34;65;36;5;31;.861;3600000;0
24557;1002;34;0;0;0;0;.00nan;0;0
25632;534;38;99;31;1;30;.968;3600000;0
25632;1345;38;0;0;0;0;.00nan;0;0
25632;2615;40;0;0;0;0;.00nan;0;0
25632;2954;40;64;35;4;31;.886;3600000;0
24626;35;59;25;28;6;22;.786;3571000;0
24626;349;59;0;0;0;0;.00nan;0;0
24626;1202;37;61;25;3;22;.880;3600000;0
24626;1875;37;0;0;0;0;.00nan;0;0
24601;1458;61;0;0;0;0;.00nan;0;0
24601;1865;61;46;37;6;31;.838;3600000;0
24601;2846;41;0;0;0;0;.00nan;0;0
24601;4968;41;70;33;3;30;.909;3600000;0
24543;923;32;45;43;6;37;.860;3128000;0
24543;1016;33;70;23;2;21;.913;3600000;0
24543;2458;32;61;8;0;8;1.000;472000;0
24543;3987;33;0;0;0;0;.00nan;0;0
24748;691;10;0;0;0;0;.00nan;0;0
24748;1234;39;0;0;0;0;.00nan;0;0
24748;1901;39;50;34;6;28;.824;3600000;0
24748;2538;53;90;41;2;39;.951;3600000;0
24612;401;47;0;0;0;0;.00nan;0;0
24612;1060;47;69;35;3;32;.914;3565000;0
24612;1279;49;77;23;2;21;.913;3600000;0
24612;2273;49;0;0;0;0;.00nan;0;0
24613;896;43;46;34;5;29;.853;3600000;0
24613;1458;61;61;16;2;14;.875;3600000;0
24613;1865;61;0;0;0;0;.00nan;0;0
24613;1988;43;0;0;0;0;.00nan;0;0
24525;831;44;0;0;0;0;.00nan;0;0
24525;856;48;0;0;0;0;.00nan;0;0
24525;2641;48;54;26;3;23;.885;3768000;0
24525;2916;44;55;38;4;34;.895;3768000;0
24585;335;60;0;0;0;0;.00nan;0;0
24585;2033;51;63;36;4;32;.889;3600000;0
24585;2192;60;27;20;5;15;.750;3562000;0
24585;2940;51;0;0;0;0;.00nan;0;0
24676;430;56;0;0;0;0;.00nan;0;0
24676;706;42;100;28;0;28;1.000;3600000;0
24676;2081;56;32;33;7;26;.788;3600000;0
24676;2246;42;0;0;0;0;.00nan;0;0
24573;673;35;61;46;6;40;.870;3203000;0
24573;692;35;51;2;0;2;1.000;397000;0
24573;1016;33;0;0;0;0;.00nan;0;0
24573;3987;33;59;22;3;19;.864;3600000;0
24663;1875;37;0;0;0;0;.00nan;0;0
24663;2591;37;77;33;3;30;.909;3600000;0
24663;2598;50;89;22;0;22;1.000;3600000;0
24663;2751;50;0;0;0;0;.00nan;0;0
25635;401;47;98;37;1;36;.973;3541000;0
25635;778;54;100;24;0;24;1.000;3600000;0
25635;1060;47;0;0;0;0;.00nan;0;0
25635;2848;54;0;0;0;0;.00nan;0;0
24542;281;57;0;0;0;0;.00nan;0;0
24542;427;54;58;32;4;28;.875;3600000;0
24542;907;57;75;26;1;25;.962;3600000;0
24542;1266;57;0;0;0;0;.00nan;0;0
25643;896;43;0;0;0;0;.00nan;0;0
25643;1234;39;34;31;6;25;.806;3576000;0
25643;1901;39;0;0;0;0;.00nan;0;0
25643;1988;43;65;50;5;45;.900;3600000;0
24533;1288;58;48;0;0;0;.00nan;432000;0
24533;1911;31;78;42;4;38;.905;3600000;0
24533;2532;58;40;25;5;20;.800;3121000;0
24533;2936;31;0;0;0;0;.00nan;0;0
24792;706;42;66;23;2;21;.913;3900000;0
24792;831;44;100;39;2;37;.949;3900000;0
24792;2246;42;0;0;0;0;.00nan;0;0
24792;2916;44;0;0;0;0;.00nan;0;0
24696;2615;40;90;21;0;21;1.000;3600000;0
24696;2846;41;62;41;4;37;.902;3600000;0
24696;2954;40;0;0;0;0;.00nan;0;0
24696;4968;41;0;0;0;0;.00nan;0;0
24586;35;59;89;41;3;38;.927;3562000;0
24586;349;59;0;0;0;0;.00nan;0;0
24586;534;38;74;28;2;26;.929;3600000;0
24586;1345;38;0;0;0;0;.00nan;0;0
24568;352;45;44;31;5;26;.839;3565000;0
24568;1934;45;0;0;0;0;.00nan;0;0
24568;2033;51;0;0;0;0;.00nan;0;0
24568;2940;51;70;42;4;38;.905;3600000;0
24593;335;60;68;26;2;24;.923;3900000;0
24593;485;36;0;0;0;0;.00nan;0;0
24593;599;36;61;26;2;24;.923;3900000;0
24593;2192;60;0;0;0;0;.00nan;0;0
25013;815;55;0;0;0;0;.00nan;0;0
25013;923;32;87;44;3;41;.932;3600000;0
25013;1311;55;42;7;2;5;.714;3600000;0
25013;2458;32;0;0;0;0;.00nan;0;0
24580;352;45;0;0;0;0;.00nan;0;0
24580;771;34;0;0;0;0;.00nan;0;0
24580;1002;34;65;23;2;21;.913;3561000;0
24580;1934;45;100;33;0;33;1.000;3600000;0
24671;534;38;0;0;0;0;.00nan;0;0
24671;1279;49;99;43;1;42;.977;3600000;0
24671;1345;38;67;22;2;20;.909;3551000;0
24671;2273;49;0;0;0;0;.00nan;0;0
25595;430;56;0;0;0;0;.00nan;0;0
25595;2081;56;96;43;2;41;.953;3600000;0
25595;2598;50;0;0;0;0;.00nan;0;0
25595;2751;50;43;18;3;15;.833;3544000;0
24751;1234;39;0;0;0;0;.00nan;0;0
24751;1901;39;60;20;2;18;.900;3556000;0
24751;2615;40;100;35;1;34;.971;3600000;0
24751;2954;40;0;0;0;0;.00nan;0;0
24591;778;54;64;18;1;17;.944;3544000;0
24591;1911;31;0;0;0;0;.00nan;0;0
24591;2848;54;0;0;0;0;.00nan;0;0
24591;2936;31;100;41;0;41;1.000;3600000;0
25636;673;35;0;0;0;0;.00nan;0;0
25636;692;35;61;34;4;30;.882;3600000;0
25636;815;55;65;24;3;21;.875;3600000;0
25636;1311;55;0;0;0;0;.00nan;0;0
