StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
920;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;11;10;10;10;0;;13;16
921;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;11;12;10;10;0;;12;16
922;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;12;11;10;10;0;;13;18
923;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;11;11;10;10;0;;14;18
924;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;15;10;10;10;12;10;10;0;;12;14
925;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;10;10;10;0;;15;17
926;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;12;15;12;12;11;12;13;13;12;14;11;11;0;;13;12
927;0;20;12;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;13;10;10;10;0;;13;15
928;0;20;15;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;12;13;12;12;11;13;13;14;14;13;11;11;0;;14;14
929;0;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;10;12;10;10;10;0;;13;13
930;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;10;10;10;11;10;11;10;10;10;10;0;;17;17
931;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;11;11;10;10;0;;10;16
932;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;10;10;10;10;13;10;10;11;11;10;10;0;;16;19
933;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;10;10;10;10;10;15;10;11;10;10;10;10;0;;15;12
934;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;10;10;10;10;10;11;10;11;11;10;10;10;0;;16;17
935;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;11;10;11;10;10;0;;12;16
936;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;14;10;10;11;14;14;12;14;15;11;11;0;;14;14
937;0;0;20;15;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;14;16;13;13;17;13;11;12;12;10;11;11;0;;13;11
938;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;12;10;10;10;11;10;11;10;10;10;10;0;;13;20
939;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;11;10;11;10;10;0;;16;19
940;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;12;10;10;10;10;0;;15;15
941;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;10;10;10;10;0;;11;14
942;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;11;10;10;10;10;0;;20;16
943;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;12;10;11;10;10;0;;14;16
944;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;11;11;10;10;10;0;;15;17
945;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;12;11;10;10;10;0;;12;14
946;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;10;11;10;10;0;;12;13
947;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;11;11;10;10;0;;11;15
948;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;10;11;13;10;10;0;;13;15
949;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;10;11;10;10;0;;18;13
950;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;11;10;10;0;;17;13
951;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;12;11;12;10;10;0;;15;14
952;0;15;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;9;13;12;9;12;9;9;10;10;11;10;10;10;0;;10;10
953;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;12;8;6;12;11;7;10;10;11;10;10;10;0;;6;9
954;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;11;11;10;11;10;10;10;10;10;10;0;;10;10
955;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
956;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
957;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;11;14;13;12;12;12;13;13;10;13;13;13;0;;13;11
958;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;13;11;10;12;10;10;11;10;10;10;0;;10;10
959;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;6;7;9;16;13;9;10;10;15;10;10;12;0;;10;12
960;0;0;20;15;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;13;15;13;13;12;12;13;13;10;12;13;12;0;;14;12
961;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;13;10;10;10;0;;13;12
962;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;14;15;15;15;9;6;7;10;10;6;10;10;10;0;;7;10
963;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;9;10;8;13;11;12;10;10;10;10;10;10;0;;15;9
964;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;13;9;11;8;6;11;15;10;10;11;10;10;10;0;;6;10
965;0;15;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;14;12;12;14;12;12;13;12;16;15;10;11;0;;16;15
966;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;15;13;13;15;14;12;14;10;12;12;13;13;0;;14;12
967;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;8;11;8;10;14;14;9;10;10;12;12;10;10;0;;15;14
968;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;14;12;13;14;12;11;11;0;;15;14
969;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
970;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;10;10;10;10;10;10;12;10;10;12;10;10;10;0;;12;12
971;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;12;12;12;12;11;12;13;13;10;11;13;12;0;;12;10
972;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;9;13;15;8;11;12;10;10;8;10;10;10;0;;12;12
973;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;10;14;7;16;15;17;13;10;10;15;10;10;10;0;;14;9
974;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;6;14;9;10;10;9;10;10;10;12;10;10;10;0;;13;13
975;0;20;10;15;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;12;11;10;11;11;12;13;13;13;11;11;0;;12;12
976;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;11;14;16;12;13;11;12;10;10;9;10;10;10;0;;11;12
977;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;15;6;9;9;9;12;10;10;15;10;10;10;0;;14;6
978;0;0;20;16;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;11;15;13;11;17;16;15;10;10;12;8;14;14;0;;14;11
979;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;10;12;10;10;10;0;;10;10
980;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;11;10;10;10;0;;10;10
981;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;13;12;11;14;10;11;10;10;10;10;10;10;0;;12;11
982;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;15;10;10;10;0;;10;10
983;1;10;20;15;1;Standard;Balanced;Balanced;Conservative;Prefers Prospects;Conservative;Ruthless;11;16;15;16;14;14;14;15;9;11;12;10;15;15;0;;13;11
984;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;12;10;10;10;0;;10;10
985;0;0;20;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;14;14;12;12;12;14;16;10;13;13;14;0;;13;11
986;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;11;14;13;11;10;11;10;10;10;10;10;10;0;;10;10
987;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;13;13;10;17;13;12;13;14;10;13;15;13;0;;12;13
988;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;17;10;14;14;9;13;10;10;10;10;10;12;10;0;;12;12
989;0;15;10;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;13;13;12;11;14;14;15;13;13;12;11;0;;18;12
990;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;14;17;16;16;15;15;10;10;13;10;10;10;0;;15;15
991;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;14;16;16;14;17;15;12;13;12;11;13;14;0;;15;13
992;0;0;20;19;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;15;15;11;13;10;12;10;10;10;10;11;10;0;;12;11
993;1;10;20;16;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;13;13;12;11;13;13;13;10;10;7;10;10;10;0;;10;13
994;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;13;15;13;12;12;13;13;13;11;12;13;14;0;;12;12
995;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;16;15;20;12;12;12;11;10;10;11;10;10;10;0;;13;14
996;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;15;17;13;13;11;15;14;15;11;13;14;14;0;;16;15
997;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;15;14;13;13;10;14;10;11;13;10;10;10;0;;16;15
998;0;20;10;15;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;12;12;10;10;9;11;13;16;15;16;16;8;9;0;;17;14
999;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;11;14;10;11;11;11;10;10;10;10;10;11;0;;11;12
1000;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;12;8;14;12;8;11;13;10;10;11;11;10;10;0;;12;13
1001;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;8;11;8;14;13;8;15;10;11;11;11;10;10;0;;11;13
1002;1;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;9;13;7;7;12;9;14;10;10;8;10;10;10;0;;13;13
1003;0;15;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;14;15;10;10;10;15;10;10;15;10;10;10;0;;16;18
1004;1;10;20;15;1;Standard;Non-physical;Passive;Balanced;Balanced;Conservative;Ruthless;13;14;15;16;14;17;13;15;10;12;10;11;16;16;0;;13;11
1005;0;0;20;14;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;11;14;14;10;12;11;13;10;10;14;10;10;10;0;;9;12
1006;0;0;20;16;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;15;13;11;15;12;13;10;8;12;10;13;15;0;;10;12
1007;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;11;13;13;11;11;10;10;10;10;10;10;10;0;;11;13
1008;0;15;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;8;14;7;8;11;12;13;10;10;14;10;10;10;0;;13;6
1009;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;15;10;16;15;10;10;10;10;10;7;10;11;11;0;;9;12
1010;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;10;17;12;11;13;15;10;10;12;12;10;12;0;;11;13
1011;0;8;20;12;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;12;14;13;11;13;15;11;9;14;12;13;13;0;;11;13
1012;0;0;20;19;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;14;11;11;11;13;13;17;10;10;11;10;10;11;0;;10;12
1013;0;15;20;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;8;8;12;6;13;13;10;10;10;9;10;10;10;0;;15;15
1014;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;11;10;10;0;;15;19
1015;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;10;16;9;8;9;7;10;10;15;10;10;11;0;;15;9
1016;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;11;11;10;10;10;0;;13;17
1017;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;9;7;13;10;6;11;10;10;10;10;10;10;13;0;;10;10
1018;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;14;18;11;10;11;10;10;10;10;10;10;11;0;;10;10
1019;0;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;14;14;15;10;10;10;11;10;10;13;10;12;10;0;;14;16
1020;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;20;11;10;11;12;11;11;13;14;13;10;16;11;12;0;;13;10
1021;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;11;10;10;10;12;10;10;11;11;10;10;0;;16;13
1022;0;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;10;14;14;12;11;13;12;11;13;14;9;8;0;;16;14
1023;0;20;18;17;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;10;14;14;14;12;10;7;10;10;5;10;10;10;0;;7;9
1024;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;10;10;10;10;12;10;10;10;10;10;10;0;;10;10
1025;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;14;16;16;12;15;15;13;13;10;9;12;10;0;;11;13
1026;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
1027;0;20;10;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;10;13;11;10;11;13;13;12;11;12;11;11;0;;13;11
1028;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;11;11;11;13;13;13;12;12;11;11;0;;13;12
1029;0;20;15;19;1;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;15;8;12;13;7;13;8;10;10;8;10;10;10;0;;7;12
1030;0;15;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;14;12;12;12;14;12;12;11;10;10;10;13;13;0;;12;13
1031;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;11;13;13;11;10;12;10;10;11;10;10;10;0;;13;11
1032;0;0;20;15;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;12;13;11;11;15;10;11;10;10;10;10;10;10;0;;11;11
1033;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;12;12;12;13;14;11;11;0;;13;12
1034;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;12;12;12;11;10;11;10;10;10;10;10;12;0;;12;13
1035;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;16;14;10;16;13;11;12;12;11;12;12;12;0;;12;11
1036;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;11;12;13;11;11;11;10;10;10;10;10;10;0;;11;11
1037;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;12;10;10;10;12;13;13;12;12;11;11;0;;15;14
1038;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;12;10;10;10;12;12;13;14;13;11;11;0;;14;16
1039;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;14;13;7;14;13;13;10;10;6;10;10;11;0;;10;10
1040;0;0;20;16;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;14;16;11;13;13;11;10;10;10;12;13;13;0;;11;13
1041;0;0;20;15;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;12;14;15;15;13;16;14;13;13;10;10;12;11;0;;12;14
1042;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;12;10;10;10;0;;16;15
1043;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;11;9;10;12;10;10;12;10;10;12;10;10;10;0;;19;16
1044;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;11;10;13;10;10;0;;14;15
1045;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;11;14;10;10;10;0;;13;17
1046;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;10;10;10;0;;16;14
1047;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;11;10;11;10;10;0;;17;12
1048;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;12;10;10;11;14;13;13;13;13;11;11;0;;15;13
1049;0;0;20;18;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;14;9;14;17;9;13;10;10;10;10;10;10;12;0;;10;10
1050;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;11;12;15;12;11;12;10;10;10;10;10;10;10;0;;10;10
1051;0;15;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;9;10;10;10;0;;11;11
1052;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;13;11;10;10;10;0;;17;14
1053;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;11;10;11;10;10;10;10;0;;15;15
1054;0;20;10;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;11;12;13;12;14;12;11;11;0;;14;13
1055;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;11;10;10;10;0;;10;10
1056;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;12;11;10;10;10;0;;13;15
1057;0;15;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;14;16;14;12;16;12;15;10;10;10;10;10;12;0;;14;16
1058;0;0;15;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;14;15;13;13;13;13;10;10;9;10;13;11;0;;17;12
1059;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;11;11;10;10;0;;13;17
1060;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;14;16;12;16;14;17;9;9;9;12;11;11;0;;14;16
1061;0;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;6;14;14;8;15;12;12;10;10;10;10;10;10;0;;14;14
1062;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;15;14;8;13;12;10;10;10;11;10;10;10;0;;15;16
1063;0;20;15;15;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;6;12;13;10;12;11;14;14;10;10;12;10;10;10;0;;11;7
1064;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;8;12;14;8;12;11;12;10;12;11;10;10;10;0;;13;17
1065;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;8;11;14;16;11;14;13;10;10;10;10;11;10;10;0;;14;18
1066;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;9;8;12;9;8;8;11;10;11;10;11;10;10;0;;12;16
1067;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;10;10;12;12;10;10;10;10;10;10;10;;0;0
1068;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;17;;5;5
1069;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;15;;5;5
1070;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;15;;5;5
1071;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;13;;5;5
1072;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;5;5;5;5;5;5;5;5;5;5;5;5;5;5;16;;5;5
1073;1;1;1;1;20;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;9;1;1;8;1;0;1;13;;1;1
1074;1;1;1;1;20;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;8;1;1;6;1;0;1;13;;1;1
1075;1;1;1;1;20;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;6;1;1;3;1;0;1;18;;1;1
1076;1;1;1;1;20;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;8;1;1;4;1;0;1;15;;1;1
1077;1;1;1;1;20;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;8;1;1;4;1;0;1;14;;1;1
1078;1;1;1;1;20;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;1;1;1;1;1;0;1;13;;1;1
1079;1;1;1;1;20;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;1;1;1;4;1;0;1;19;;1;1
1080;1;1;1;1;20;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;3;1;1;6;1;0;1;18;;1;1
1081;1;1;1;1;20;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;4;1;1;1;1;0;1;15;;1;1
1082;1;1;1;1;20;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;9;1;1;6;1;0;1;10;;1;1
1083;1;1;1;1;20;Offensive;Very Non-Physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;2;1;1;3;1;0;1;10;;1;1
1084;1;1;1;1;20;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;1;1;1;5;1;0;1;12;;1;1
1085;1;1;1;1;20;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;8;1;1;8;1;0;1;17;;1;1
1086;1;1;1;1;20;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;3;1;1;7;1;0;1;13;;1;1
1087;1;1;1;1;20;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;1;1;1;1;1;1;1;5;1;1;5;1;0;1;12;;1;1
