Game Id;Date Year;Date Month;Date Day;Arena;Attendance;Team Home;Team Away;Score Home;Score Away;Score Home P1;Score Home P2;Score Home P3;Score Home OT;Score Home SO;Score Away P1;Score Away P2;Score Away P3;Score Away OT;Score Away SO;Star 1;Star 2;Star 3;Shots Home;Shots Away;PIM Home;PIM Away;Hits Home;Hits Away;GA Home;GA Away;TA Home;TA Away;FOW Home;FOW Away;SOG Home P1;SOG Home P2;SOG Home P3;SOG Home OT;SOG Away P1;SOG Away P2;SOG Away P3;SOG Away OT;PPG Home;PPO Home;PPG Away;PPO Away;Type
23753;2025;1;22;T-Mobile Arena;15070;30;24;6;5;2;2;2;0;0;3;0;2;0;0;763;1447;384;37;29;10;8;17;23;4;4;7;5;41;29;15;6;16;0;15;5;9;0;3;4;1;5;Regular Season
23743;2025;1;22;American Airlines Center;17215;7;5;0;3;0;0;0;0;0;1;1;1;0;0;1027;478;481;22;48;4;18;23;17;6;4;2;2;14;29;10;2;10;0;13;23;12;0;0;4;0;2;Regular Season
23741;2025;1;22;Barclays Center;15249;14;8;4;2;2;1;1;0;0;0;0;2;0;0;973;1006;570;42;31;2;6;19;17;5;4;9;3;25;33;17;16;9;0;6;9;16;0;2;3;1;1;Regular Season
23659;2025;1;23;Bridgestone Arena;12826;26;10;3;6;1;0;2;0;0;5;0;1;0;0;2247;2955;1349;17;43;16;6;42;12;4;2;4;8;25;31;6;8;3;0;20;7;16;0;0;3;2;3;Regular Season
23671;2025;1;23;Nationwide Arena;13643;28;1;1;2;0;0;1;0;0;1;1;0;0;0;127;895;2800;39;26;8;0;18;18;4;2;8;9;31;23;15;15;9;0;8;8;10;0;0;0;1;4;Regular Season
23683;2025;1;24;BB&T Center;12495;25;28;4;3;2;0;1;1;0;2;0;1;0;0;1400;321;2964;34;44;2;6;27;16;7;7;3;3;29;25;11;9;11;3;15;9;20;0;0;3;0;1;Regular Season
23773;2025;1;25;American Airlines Center;16463;7;29;4;5;1;3;0;0;0;2;1;1;0;1;900;522;988;43;22;8;8;21;22;2;8;6;4;39;32;9;18;13;3;9;8;3;2;0;4;1;4;Regular Season
23834;2025;1;25;Scotiabank Arena;19723;1;22;4;7;2;2;0;0;0;1;1;5;0;0;869;967;1286;30;46;12;10;25;20;2;4;3;1;35;35;12;15;3;0;15;12;19;0;1;5;3;6;Regular Season
23663;2025;1;25;PPG Paints Arena;15268;9;2;1;2;0;1;0;0;0;0;0;2;0;0;209;1332;952;33;41;6;8;24;25;7;6;4;9;34;36;6;16;11;0;17;10;14;0;1;4;0;3;Regular Season
23808;2025;1;25;Scotiabank Saddledome;19289;13;6;4;1;1;1;2;0;0;0;0;1;0;0;870;628;464;38;17;2;4;24;26;5;5;5;5;35;20;12;12;14;0;6;5;6;0;1;2;0;1;Regular Season
23710;2025;1;25;SAP Center;13055;21;12;3;6;2;1;0;0;0;4;0;2;0;0;573;937;1154;30;47;6;16;19;21;9;3;9;5;35;28;8;12;10;0;16;5;26;0;1;3;1;3;Regular Season
23810;2025;1;25;Ball Arena;15402;19;20;5;2;2;2;1;0;0;0;0;2;0;0;1005;381;618;48;22;0;2;19;15;3;5;2;3;21;26;21;17;10;0;4;7;11;0;1;1;0;0;Regular Season
23699;2025;1;25;Little Caesars Arena;17988;4;11;3;7;1;1;1;0;0;2;4;1;0;0;1336;592;161;55;33;0;6;16;17;4;3;3;6;27;32;18;15;22;0;8;12;13;0;1;3;0;0;Regular Season
23994;2025;1;25;PNC Arena;13879;18;16;3;2;0;1;2;0;0;1;0;1;0;0;300;1203;838;34;28;8;12;18;17;5;4;2;4;31;24;6;17;11;0;12;8;8;0;2;6;0;4;Regular Season
23718;2025;1;26;Nationwide Arena;12475;28;3;5;2;1;2;2;0;0;1;0;1;0;0;1255;2552;731;52;21;6;4;20;14;4;5;6;4;35;27;16;15;21;0;11;4;6;0;1;2;1;3;Regular Season
23764;2025;1;26;TD Garden;19167;2;7;3;2;1;1;1;0;0;0;0;2;0;0;111;2931;734;25;41;14;18;23;19;9;3;5;5;40;28;7;10;8;0;15;14;12;0;0;4;0;2;Regular Season
23822;2025;1;26;Gila River Arena;8038;20;24;6;3;5;0;1;0;0;2;0;1;0;0;595;1097;772;37;31;14;10;27;31;5;1;2;2;31;23;12;21;4;0;14;5;12;0;1;5;0;2;Regular Season
23619;2025;1;26;PPG Paints Arena;15588;9;11;3;2;1;1;0;1;0;1;0;1;0;0;110;1336;864;45;30;4;18;28;15;3;6;2;11;32;25;10;17;15;3;7;13;10;0;2;4;1;2;Regular Season
23575;2025;1;26;Bell Centre;21273;0;23;5;1;3;0;2;0;0;1;0;0;0;0;303;1163;272;39;34;6;0;23;20;4;4;3;1;34;27;14;12;13;0;8;15;11;0;0;0;0;3;Regular Season
23791;2025;1;26;Bridgestone Arena;12127;26;19;5;6;2;1;2;0;0;3;0;3;0;0;1029;794;785;29;48;8;10;27;20;8;4;5;4;33;31;6;11;12;0;19;10;19;0;2;5;2;4;Regular Season
23669;2025;1;26;Prudential Center;16833;15;16;5;4;2;1;2;0;0;1;2;1;0;0;694;1203;1303;41;32;18;14;26;28;7;5;4;5;35;30;15;10;16;0;13;13;6;0;2;7;1;9;Regular Season
23680;2025;1;26;Scotiabank Arena;19723;1;4;1;6;0;1;0;0;0;2;2;2;0;0;1031;248;412;25;39;8;14;32;18;4;3;9;7;29;36;13;8;4;0;17;11;11;0;0;7;2;4;Regular Season
23797;2025;1;26;Canadian Tire Centre;13928;22;8;4;5;1;2;1;0;0;1;1;3;0;0;1006;586;1869;36;42;8;12;23;24;2;2;3;6;27;38;4;15;17;0;21;13;8;0;1;1;0;4;Regular Season
23668;2025;1;26;Enterprise Center;19737;10;27;3;0;1;0;2;0;0;0;0;0;0;0;1144;2374;258;58;16;6;6;15;20;4;3;3;4;32;28;11;24;23;0;3;7;6;0;1;3;0;3;Regular Season
23768;2025;1;26;T-Mobile Arena;15824;30;21;3;4;3;0;0;0;0;0;0;3;0;1;398;946;199;44;36;4;6;11;22;4;7;7;5;36;36;17;17;9;1;7;7;15;7;1;3;1;2;Regular Season
23698;2025;1;26;Rogers Place;18490;17;12;6;2;1;2;3;0;0;1;1;0;0;0;809;332;855;34;27;2;4;21;18;3;1;5;1;21;26;15;9;10;0;10;10;7;0;1;2;0;1;Regular Season
23687;2025;1;26;BB&T Center;10605;25;14;5;3;1;4;0;0;0;0;3;0;0;0;2964;327;797;62;21;6;24;17;17;3;5;4;5;43;31;17;31;14;0;6;6;9;0;1;7;0;3;Regular Season
23702;2025;1;27;Bell MTS Place;11082;27;24;1;3;1;0;0;0;0;0;2;1;0;0;275;2640;1054;25;44;4;4;13;28;4;4;3;3;33;24;10;7;8;0;12;20;12;0;1;2;0;2;Regular Season
23728;2025;1;27;Xcel Energy Center;16351;29;28;6;3;3;2;1;0;0;0;2;1;0;0;900;851;165;34;31;18;16;25;14;6;8;1;4;28;30;13;15;6;0;5;14;12;0;2;3;1;4;Regular Season
23598;2025;1;28;PNC Arena;11834;18;23;6;3;2;2;2;0;0;0;1;2;0;0;838;1129;477;52;22;2;10;21;30;1;3;7;2;39;34;16;17;19;0;4;6;12;0;2;5;0;1;Regular Season
23747;2025;1;28;Prudential Center;17625;15;1;2;4;0;1;1;0;0;1;2;1;0;0;127;1360;128;35;28;10;6;25;26;7;6;6;10;30;22;9;9;17;0;10;10;8;0;0;3;2;5;Regular Season
23712;2025;1;28;BB&T Center;10813;25;8;4;3;1;1;1;0;1;0;1;2;0;0;407;1207;670;46;29;0;2;21;24;2;3;2;7;39;30;19;15;12;0;4;10;12;3;0;1;0;0;Regular Season
23652;2025;1;28;Bell Centre;21273;0;9;4;1;1;1;2;0;0;1;0;0;0;0;503;1262;2513;43;20;6;6;27;21;8;4;6;4;27;27;13;16;14;0;11;1;8;0;0;3;0;3;Regular Season
23641;2025;1;28;Little Caesars Arena;17511;4;3;3;1;2;1;0;0;0;1;0;0;0;0;597;1081;1852;34;25;0;2;19;17;1;2;4;7;23;16;7;14;13;0;8;8;9;0;0;1;0;0;Regular Season
23676;2025;1;28;KeyBank Center;12932;11;16;1;4;1;0;0;0;0;2;2;0;0;0;697;678;1228;26;39;12;18;25;13;2;4;6;2;33;46;10;12;4;0;15;19;5;0;0;4;2;6;Regular Season
23792;2025;1;28;Barclays Center;14797;14;19;3;4;0;0;3;0;0;2;2;0;0;0;841;1283;381;39;38;6;2;20;18;4;8;4;7;28;30;12;7;20;0;17;12;9;0;0;1;2;3;Regular Season
23756;2025;1;28;Xcel Energy Center;17439;29;7;0;3;0;0;0;0;0;2;1;0;0;0;316;223;522;33;28;10;6;24;18;4;3;2;1;24;30;15;9;9;0;13;12;3;0;0;3;2;5;Regular Season
23679;2025;1;28;Enterprise Center;20035;10;5;5;0;1;3;1;0;0;0;0;0;0;0;126;1144;2374;54;15;0;4;23;16;2;2;1;3;34;18;17;15;22;0;7;3;5;0;1;2;0;0;Regular Season
23754;2025;1;28;SAP Center;13133;21;6;3;9;1;2;0;0;0;4;3;2;0;0;1305;1954;1176;30;50;10;4;17;22;2;8;2;4;33;33;12;5;13;0;18;14;18;0;1;2;3;5;Regular Season
23847;2025;1;29;Staples Center;14247;6;20;8;3;3;3;2;0;0;0;2;1;0;0;1034;1176;1394;48;37;6;2;23;22;2;6;2;2;33;32;17;17;14;0;9;13;15;0;1;1;1;3;Regular Season
23867;2025;1;29;Prudential Center;17625;15;26;4;1;0;2;2;0;0;0;0;1;0;0;1360;1128;2482;42;33;2;6;17;28;5;8;3;4;38;19;15;19;8;0;8;10;15;0;0;3;0;1;Regular Season
23892;2025;1;29;Rogers Place;18118;17;3;0;2;0;0;0;0;0;0;1;1;0;0;711;1146;715;38;20;6;6;22;20;6;5;5;5;23;20;17;14;7;0;6;6;8;0;0;3;2;3;Regular Season
23627;2025;1;29;Amalie Arena;16293;23;5;1;3;1;0;0;0;0;1;1;1;0;0;1214;74;2498;27;36;25;15;19;18;3;5;5;3;29;38;8;7;12;0;15;10;11;0;1;5;1;5;Regular Season
23803;2025;1;29;TD Garden;18808;2;14;3;1;0;2;1;0;0;1;0;0;0;0;111;2483;2262;43;26;4;16;18;20;8;4;6;6;46;32;16;10;17;0;7;8;11;0;1;3;0;2;Regular Season
23662;2025;1;29;Bell MTS Place;11711;27;10;6;3;1;2;3;0;0;1;1;1;0;0;1171;1389;877;20;49;6;6;24;21;6;6;3;4;17;33;6;6;8;0;21;9;19;0;2;3;1;3;Regular Season
23706;2025;1;29;Bell Centre;21273;0;13;1;4;1;0;0;0;0;2;1;1;0;0;315;464;870;30;37;12;2;22;20;1;11;8;8;32;36;9;9;12;0;10;14;13;0;0;1;2;6;Regular Season
24056;2025;1;29;Canadian Tire Centre;13204;22;30;7;3;1;2;4;0;0;3;0;0;0;0;853;1772;2085;49;34;8;13;29;16;2;1;3;11;46;36;4;20;25;0;17;6;11;0;4;5;2;4;Regular Season
23681;2025;1;30;Capital One Arena;18512;16;26;2;1;0;1;1;0;0;0;0;1;0;0;25;878;1351;24;30;4;2;20;18;4;3;5;5;27;40;8;8;8;0;7;9;14;0;0;1;1;2;Regular Season
23733;2025;1;30;BB&T Center;10531;25;8;3;0;1;1;1;0;0;0;0;0;0;0;2269;773;2263;24;30;25;11;13;15;1;6;3;5;27;33;8;9;7;0;7;10;13;0;1;3;0;5;Regular Season
23916;2025;1;30;Rogers Place;18291;17;30;2;3;2;0;0;0;0;1;2;0;0;0;723;1317;2549;38;31;16;4;21;17;3;1;6;8;33;27;22;5;11;0;7;13;11;0;0;2;0;3;Regular Season
23821;2025;1;30;Rogers Arena;16212;12;13;4;3;2;1;1;0;0;1;2;0;0;0;1043;464;975;45;26;8;6;40;16;2;3;3;1;34;27;22;10;13;0;5;11;10;0;1;3;1;4;Regular Season
24120;2025;1;31;TD Garden;19167;2;25;4;2;2;0;2;0;0;0;0;2;0;0;579;1280;1170;34;30;6;4;25;25;2;4;2;8;35;31;8;16;10;0;12;6;12;0;0;2;0;3;Regular Season
23748;2025;1;31;Madison Square Garden;18006;5;28;4;3;1;2;0;0;1;1;1;1;0;0;1413;1217;1027;33;35;10;8;25;22;5;3;8;8;35;41;17;6;10;0;7;9;13;6;2;4;1;5;Regular Season
23828;2025;1;31;Honda Center;12411;24;18;2;1;0;0;1;1;0;0;0;1;0;0;646;304;812;33;42;10;8;24;18;7;6;3;6;35;36;5;14;10;4;11;16;13;2;0;4;0;5;Regular Season
23721;2025;2;1;Enterprise Center;20035;10;6;5;3;2;0;3;0;0;0;3;0;0;0;2349;1394;1330;30;30;4;6;15;25;5;9;3;5;27;34;9;9;12;0;9;12;9;0;0;3;0;2;Regular Season
23752;2025;2;1;Bell MTS Place;12245;27;8;2;3;0;1;1;0;0;0;2;0;0;1;563;877;65;30;37;13;11;26;23;4;3;5;6;29;43;7;13;10;0;3;19;12;3;0;3;0;4;Regular Season
23737;2025;2;1;Bell Centre;21273;0;26;4;6;2;1;1;0;0;2;0;4;0;0;905;91;878;32;41;6;6;18;25;10;2;7;6;24;38;10;13;9;0;16;10;15;0;1;3;1;3;Regular Season
23836;2025;2;1;Ball Arena;16042;19;7;1;6;1;0;0;0;0;2;3;1;0;0;223;1157;522;22;44;4;4;15;28;8;4;6;2;32;32;10;8;4;0;15;10;19;0;0;2;1;2;Regular Season
23689;2025;2;1;Canadian Tire Centre;14779;22;9;5;6;2;1;2;0;0;2;3;1;0;0;952;1286;1982;30;45;18;8;21;18;2;2;9;5;27;43;8;10;12;0;16;15;14;0;3;4;1;4;Regular Season
23708;2025;2;1;Little Caesars Arena;19446;4;30;1;2;1;0;0;0;0;1;1;0;0;0;2512;2782;103;45;26;4;8;24;14;6;4;6;4;26;30;12;15;18;0;11;7;8;0;0;4;0;2;Regular Season
23842;2025;2;1;Rogers Arena;17130;12;14;5;3;2;1;2;0;0;2;1;0;0;0;1401;2483;314;37;22;0;6;23;11;8;5;3;2;16;34;13;8;16;0;11;11;0;0;1;3;0;0;Regular Season
23661;2025;2;1;Scotiabank Arena;19723;1;23;4;5;3;0;1;0;0;0;3;1;0;1;2385;410;1408;25;55;10;6;13;29;7;4;5;1;35;42;11;2;10;2;16;23;16;0;2;3;2;5;Regular Season
23631;2025;2;2;SAP Center;13232;21;23;2;1;1;1;0;0;0;1;0;0;0;0;1942;88;398;35;27;4;16;16;23;4;7;6;10;25;32;10;14;11;0;9;8;10;0;0;3;0;2;Regular Season
23693;2025;2;2;Enterprise Center;20035;10;13;7;2;1;3;3;0;0;2;0;0;0;0;1151;1144;258;47;24;22;16;24;16;3;5;7;6;38;27;10;19;18;0;10;8;6;0;1;8;0;6;Regular Season
23996;2025;2;2;Gila River Arena;9159;20;30;4;1;1;1;2;0;0;0;0;1;0;0;339;419;595;24;35;19;4;20;27;3;4;2;3;30;17;9;6;9;0;10;14;11;0;0;2;0;4;Regular Season
23714;2025;2;2;KeyBank Center;11381;11;4;5;3;0;3;2;0;0;1;1;1;0;0;161;2627;323;36;38;8;10;25;15;3;5;6;5;29;35;8;18;10;0;21;8;9;0;2;5;0;4;Regular Season
23745;2025;2;2;Bell MTS Place;11924;27;28;3;2;0;1;1;1;0;1;0;1;0;0;1285;632;487;25;40;8;8;28;22;3;4;2;7;30;27;6;7;10;2;22;5;13;0;0;4;1;4;Regular Season
24108;2025;2;2;Capital One Arena;18512;16;0;2;3;1;0;1;0;0;2;1;0;0;0;121;656;862;35;23;6;8;16;26;3;9;6;1;37;30;13;12;10;0;5;11;7;0;0;4;0;3;Regular Season
23762;2025;2;2;Bridgestone Arena;13412;26;15;6;5;1;2;2;1;0;1;0;4;0;0;2384;780;1145;31;34;2;8;23;15;9;4;6;3;37;36;7;13;9;2;8;7;19;0;3;4;0;1;Regular Season
23742;2025;2;2;BB&T Center;12569;25;24;1;4;0;1;0;0;0;1;2;1;0;0;1676;275;638;26;38;6;4;21;11;4;3;4;7;34;27;8;11;7;0;10;11;17;0;0;2;0;3;Regular Season
23678;2025;2;2;PPG Paints Arena;17437;9;1;0;2;0;0;0;0;0;1;0;1;0;0;268;1233;179;30;31;6;4;23;29;2;1;8;4;25;42;10;10;10;0;15;8;8;0;0;2;0;3;Regular Season
23953;2025;2;2;Ball Arena;13883;19;3;0;2;0;0;0;0;0;0;0;2;0;0;711;1005;1358;28;35;4;6;28;17;6;7;4;6;32;28;9;12;7;0;7;10;18;0;0;3;0;2;Regular Season
23800;2025;2;2;Wells Fargo Center;18326;8;5;5;2;2;0;3;0;0;1;1;0;0;0;866;1033;123;37;32;16;2;14;16;6;3;8;5;35;33;20;9;8;0;13;10;9;0;0;1;0;3;Regular Season
23868;2025;2;2;Rogers Arena;16058;12;2;1;4;1;0;0;0;0;0;0;4;0;0;2262;209;1170;26;36;12;6;23;18;7;4;7;6;32;41;9;3;14;0;14;5;17;0;0;3;2;6;Regular Season
23784;2025;2;2;Rogers Place;18641;17;7;5;2;1;0;4;0;0;0;1;1;0;0;1096;213;1331;43;33;4;6;29;18;10;3;4;4;28;33;17;9;17;0;10;18;5;0;0;3;0;2;Regular Season
23825;2025;2;3;KeyBank Center;11159;11;14;2;3;0;1;1;0;0;1;0;1;1;0;327;1336;667;34;59;14;10;28;23;6;8;2;5;30;40;8;13;11;2;18;11;27;3;0;5;2;7;Regular Season
23736;2025;2;3;SAP Center;12758;21;16;4;2;3;0;1;0;0;0;1;1;0;0;630;25;1690;33;45;4;10;24;18;4;6;9;8;39;25;16;12;5;0;8;19;18;0;2;5;1;2;Regular Season
24029;2025;2;4;Canadian Tire Centre;13407;22;20;3;2;0;0;2;0;1;0;0;2;0;0;586;2989;893;34;32;30;28;25;23;5;5;8;10;31;33;13;6;13;2;7;12;13;0;0;4;1;5;Regular Season
23723;2025;2;4;TD Garden;19167;2;0;4;2;2;2;0;0;0;1;0;1;0;0;1170;503;209;55;15;6;30;16;20;5;9;9;5;32;28;13;24;18;0;6;3;6;0;2;5;1;3;Regular Season
23809;2025;2;4;United Center;21339;3;28;2;5;0;2;0;0;0;0;3;2;0;0;379;519;1255;28;39;0;16;22;19;3;8;6;10;41;27;4;10;14;0;19;12;8;0;1;3;0;0;Regular Season
23703;2025;2;4;Rogers Place;18641;17;9;4;3;0;3;0;0;1;1;2;0;0;0;416;1720;636;38;34;4;6;27;23;3;4;9;5;40;28;10;17;9;2;5;14;12;3;0;3;0;2;Regular Season
23766;2025;2;4;Enterprise Center;19923;10;6;3;0;1;1;1;0;0;0;0;0;0;0;483;625;2955;50;20;6;6;20;26;3;5;6;4;34;28;16;19;15;0;11;4;5;0;0;3;0;3;Regular Season
23804;2025;2;4;Xcel Energy Center;16165;29;26;6;0;3;2;1;0;0;0;0;0;0;0;2834;610;1436;37;35;4;2;12;26;5;7;4;5;26;37;14;11;12;0;11;12;12;0;0;1;0;2;Regular Season
23727;2025;2;4;PNC Arena;12010;18;4;3;1;1;0;2;0;0;1;0;0;0;0;477;202;2849;35;27;6;14;24;13;7;5;5;6;32;32;13;8;14;0;9;12;6;0;0;7;0;3;Regular Season
23850;2025;2;4;Prudential Center;17618;15;13;2;1;1;0;1;0;0;0;0;1;0;0;2371;859;584;31;31;2;4;30;23;1;6;6;10;26;27;12;12;7;0;11;8;12;0;1;2;0;1;Regular Season
24231;2025;2;5;United Center;21433;3;19;4;5;0;2;2;0;0;0;2;2;1;0;841;1237;616;34;35;6;8;26;22;2;5;2;5;32;38;11;13;10;0;9;10;15;1;2;4;1;3;Regular Season
23823;2025;2;5;Rogers Arena;17226;12;24;6;5;1;3;2;0;0;2;2;1;0;0;573;1447;937;42;34;2;4;28;16;5;8;6;3;25;23;15;19;8;0;8;13;13;0;1;2;0;1;Regular Season
23780;2025;2;5;Staples Center;14599;6;29;1;5;0;1;0;0;0;2;0;3;0;0;900;690;851;29;31;4;4;23;21;1;1;5;4;29;19;6;11;12;0;17;8;6;0;0;2;1;2;Regular Season
23840;2025;2;5;Madison Square Garden;18006;5;18;2;4;1;0;1;0;0;1;2;1;0;0;1426;2477;1340;23;35;11;13;15;16;6;5;7;4;24;32;6;9;8;0;10;13;12;0;0;4;0;3;Regular Season
23744;2025;2;5;BB&T Center;11976;25;11;6;1;2;3;1;0;0;0;1;0;0;0;407;797;1192;39;28;6;20;22;24;0;5;2;7;35;23;11;12;16;0;11;12;5;0;2;5;0;3;Regular Season
23686;2025;2;5;Capital One Arena;18319;16;28;3;2;1;1;0;0;1;1;0;1;0;0;617;4686;360;34;39;4;6;15;17;5;9;5;6;31;36;13;14;4;3;10;7;14;8;1;3;0;2;Regular Season
23732;2025;2;6;Bell Centre;21273;0;1;4;1;0;3;1;0;0;0;1;0;0;0;2513;343;503;38;22;2;4;26;16;0;3;6;8;30;27;13;9;16;0;10;7;5;0;0;2;1;1;Regular Season
23802;2025;2;6;Prudential Center;16812;15;16;2;3;0;1;1;0;0;1;0;1;1;0;25;1212;2687;42;22;4;6;19;25;3;10;3;8;29;29;10;13;18;1;9;4;8;1;1;3;0;2;Regular Season
23848;2025;2;6;Madison Square Garden;18006;5;2;1;5;0;0;1;0;0;0;2;3;0;0;1248;1355;220;34;35;4;2;12;25;3;8;7;3;26;38;12;11;11;0;5;10;20;0;0;1;0;2;Regular Season
23767;2025;2;6;BB&T Center;10669;25;17;3;2;1;2;0;0;0;0;1;1;0;0;797;2366;1221;28;49;8;6;20;24;4;1;5;5;26;29;11;9;8;0;11;16;22;0;2;3;0;4;Regular Season
23774;2025;2;6;SAP Center;13499;21;14;7;2;3;3;1;0;0;0;1;1;0;0;1143;199;1406;26;39;10;4;22;22;1;5;4;8;38;29;7;11;8;0;11;15;13;0;1;2;0;5;Regular Season
23761;2025;2;6;Canadian Tire Centre;12664;22;27;2;4;1;1;0;0;0;2;2;0;0;0;1261;39;2557;41;27;8;18;29;23;3;3;6;4;25;28;9;22;10;0;7;12;8;0;0;4;1;4;Regular Season
23688;2025;2;6;Scotiabank Saddledome;17870;13;23;2;3;0;0;2;0;0;1;0;1;0;1;74;1744;2375;39;29;10;20;22;16;7;6;3;2;34;34;8;9;21;1;6;13;9;1;0;5;1;5;Regular Season
23871;2025;2;7;American Airlines Center;18002;7;18;5;3;2;3;0;0;0;1;0;2;0;0;1427;1289;1381;32;37;15;13;23;21;1;4;4;4;35;36;14;8;10;0;12;14;11;0;0;4;0;5;Regular Season
24060;2025;2;7;Gila River Arena;7990;20;30;5;2;2;2;1;0;0;1;0;1;0;0;382;2989;1116;33;24;8;8;23;12;9;4;13;8;32;25;11;16;6;0;14;5;5;0;0;4;0;4;Regular Season
23830;2025;2;7;Xcel Energy Center;18169;29;24;3;2;0;3;0;0;0;0;0;2;0;0;988;1443;2947;18;42;10;6;14;18;1;2;1;7;31;27;6;7;5;0;9;18;15;0;1;3;0;5;Regular Season
23750;2025;2;8;Rogers Arena;18910;12;9;3;4;0;2;1;0;0;2;0;1;0;1;811;573;1720;29;36;10;6;13;17;2;10;2;4;32;41;7;13;7;2;17;7;9;3;0;3;0;5;Regular Season
23790;2025;2;8;Madison Square Garden;18006;5;6;6;5;1;2;2;1;0;1;2;2;0;0;481;1305;1214;33;42;25;6;14;28;4;2;5;3;35;38;10;9;12;2;12;6;23;1;1;3;2;7;Regular Season
23789;2025;2;8;Bell Centre;21273;0;17;2;4;1;1;0;0;0;1;2;1;0;0;855;91;332;31;31;7;11;18;20;3;5;3;3;30;22;13;10;8;0;9;9;13;0;0;3;0;1;Regular Season
23853;2025;2;8;Prudential Center;17625;15;19;4;5;1;0;3;0;0;1;3;1;0;0;2095;694;381;38;34;8;16;18;18;9;3;3;9;30;30;11;9;18;0;15;7;12;0;0;3;1;4;Regular Season
23882;2025;2;8;Bridgestone Arena;13378;26;24;3;2;1;2;0;0;0;0;2;0;0;0;115;1433;72;30;33;2;2;26;15;6;7;5;4;27;32;14;8;8;0;10;12;11;0;0;1;0;1;Regular Season
23931;2025;2;8;Xcel Energy Center;17096;29;30;6;5;0;1;4;0;1;2;2;1;0;0;1771;1418;900;40;35;6;18;18;24;7;3;5;10;40;36;17;7;11;5;9;9;15;2;2;4;1;3;Regular Season
23811;2025;2;8;Bell MTS Place;12981;27;20;5;2;0;3;2;0;0;1;1;0;0;0;1171;698;877;35;23;0;8;32;20;4;5;4;3;29;22;9;15;11;0;8;9;6;0;1;4;0;0;Regular Season
23691;2025;2;8;Scotiabank Arena;19723;1;23;4;2;1;1;2;0;0;1;0;1;0;0;918;1441;1431;30;33;4;2;20;21;5;0;6;3;30;22;11;7;12;0;8;12;13;0;1;1;0;2;Regular Season
23757;2025;2;9;KeyBank Center;12564;11;0;4;3;0;2;1;0;1;1;0;2;0;0;592;868;161;32;32;6;6;21;19;6;4;7;4;37;25;1;10;17;4;14;9;9;0;1;3;2;3;Regular Season
23849;2025;2;9;Wells Fargo Center;17361;8;26;1;5;1;0;0;0;0;0;2;3;0;0;206;72;550;22;43;0;4;13;22;7;2;9;7;33;35;8;8;6;0;11;18;14;0;1;2;0;0;Regular Season
23852;2025;2;9;Rogers Arena;16807;12;13;4;3;2;1;0;1;0;1;2;0;0;0;1131;322;539;39;24;4;4;20;10;1;8;4;4;25;34;18;9;10;2;5;8;8;3;1;2;0;2;Regular Season
23716;2025;2;9;Ball Arena;13977;19;23;3;2;1;1;1;0;0;2;0;0;0;0;381;364;1005;31;21;14;8;16;19;4;3;5;2;28;29;13;9;9;0;8;11;2;0;0;4;0;2;Regular Season
23921;2025;2;9;Canadian Tire Centre;14437;22;15;1;7;0;1;0;0;0;5;0;2;0;0;2371;1212;1708;19;34;4;4;23;14;3;0;5;7;30;26;6;6;7;0;21;2;11;0;1;2;1;2;Regular Season
23771;2025;2;9;SAP Center;13566;21;10;3;4;0;2;1;0;0;1;2;1;0;0;693;1143;2620;17;43;8;6;32;16;5;7;4;6;26;32;2;10;5;0;14;16;13;0;2;3;1;4;Regular Season
23990;2025;2;9;PNC Arena;11994;18;14;6;5;3;0;3;0;0;1;4;0;0;0;296;1197;1120;41;40;6;9;19;26;4;5;4;4;41;34;12;10;19;0;9;16;15;0;1;3;0;3;Regular Season
23806;2025;2;9;Capital One Arena;18512;16;2;2;1;0;1;1;0;0;1;0;0;0;0;1228;220;25;31;30;10;22;33;15;4;7;7;8;31;28;10;9;12;0;12;10;8;0;2;6;0;5;Regular Season
23777;2025;2;9;Bell MTS Place;12069;27;7;1;2;0;0;1;0;0;0;1;1;0;0;689;2778;1028;27;31;4;6;22;19;6;5;1;2;29;26;12;3;12;0;11;15;5;0;0;3;0;2;Regular Season
23824;2025;2;9;Madison Square Garden;18006;5;28;2;5;0;0;2;0;0;3;0;2;0;0;1354;639;379;35;29;4;6;17;16;6;3;5;10;35;30;14;8;13;0;8;12;9;0;0;3;1;2;Regular Season
23855;2025;2;9;United Center;22428;3;6;4;0;0;1;3;0;0;0;0;0;0;0;711;865;575;39;38;6;4;26;22;5;4;3;8;24;30;11;16;12;0;14;15;9;0;0;2;0;3;Regular Season
23776;2025;2;9;BB&T Center;12643;25;4;5;4;1;2;2;0;0;2;2;0;0;0;1025;248;1280;42;32;4;4;27;15;1;4;6;5;23;35;11;15;16;0;11;10;11;0;1;2;0;2;Regular Season
23928;2025;2;10;Scotiabank Arena;19723;1;14;4;5;3;1;0;0;0;2;2;1;0;0;1283;1209;973;35;45;8;8;22;25;3;5;2;1;31;42;12;8;15;0;13;19;13;0;0;4;1;4;Regular Season
23769;2025;2;10;PPG Paints Arena;14702;9;7;3;2;2;0;1;0;0;1;0;1;0;0;110;10;1332;34;39;10;8;29;14;5;3;6;1;29;34;15;8;11;0;11;10;18;0;2;4;1;5;Regular Season
23711;2025;2;11;Amalie Arena;14430;23;3;4;1;1;2;1;0;0;1;0;0;0;0;775;405;699;34;27;6;2;25;14;5;3;4;6;24;33;11;13;10;0;9;6;12;0;0;1;0;3;Regular Season
